level,date,purchased,review
Level 2. Rookie,Updated on 18 May 2018,None,Circles.Life provides an accurate billing system.  Easy to manage the customize and data usage.  Good loyalty reward and customer services.
Level 3. Wonderkid,Updated on 02 May 2018,None,"Initial contact with before I decided to change to circleslife is their customer service. I signed up for their free trial past year and realize the signal at my residential address is very weak. Although they advertised as 4g island wide coverage, but the signal was only 2-3 bar most of the time. Emailed them to enquire, they replied within 2hrs! Unexpected fast reply which ""wow"" me. They helped with the issue and engaged their network team to investigate. It took about 2weeks to get back to me, but they managed to resolve the weak signal issue. Now, I'm their happy customer! Although I still encounter fluctuating signal at my residential, but it is still acceptable. Highly recommended! Moreover if you need data, they are giving free 500mb/ 6 months perpetually till you decided to end your contract with them."
Level 2. Rookie,Updated on 27 Apr 2018,None,Switched away only because another service provider fits my need better.
Level 3. Wonderkid,Updated on 10 Apr 2018,None,No real issues with Circles Life. But you can't do a transfer of ownership once you are an existing customer.
Level 2. Rookie,Updated on 09 Apr 2018,None,"I've been with Circles.Life for a couple of months, and I'm happy to say that I'm pleased so far. The plan is very affordable for $28, and if you require any add-ons, you can do so with the CirclesCare app. The CirclesCare app is sleek and easy to maneuver around. One of the common complaints of Circles.Life is that its network connection can become weak when your MRT goes underground, however I've not experienced this before. Personally, one of the greatest virtue of Circles.Life is how the company always has the welfare of the public at heart. Not only is it constantly having promotions to attract potential new users to join, it is also coming up with more activities and deals for existing users too. This is something that I really appreciate of Circles.Life."
Level 2. Rookie,Updated on 09 Apr 2018,None,"I've been on Circles for 3 months now and it has been such a refreshing experience. I really love the intuitve layout of the app and how things such as temporary suspension could be done easily. I especially love the reminders they send occassionally on the loyalty bonus, it keeps users like myself excited. But most importantly, cared about. That's why Circles wins my hearts because this is a product that is marketed and created to serve our needs. I'm really happy with all the services but since is a honest review, I shall name some bad too. Connection are bad in underground stations- There was once I lost my connection in the train from Outram to Hougang. It is only when i stepped out of the train, did I had connection. But since I stay in the West and takes the EWL, that was just one small issue. Also, the extra charge during the first month was a little shocking. Especially for me as I got the bill just 3 days after I'm with Circles, I immediately second think if I made a wrong decision haha. But nonethless, all's good, all's good! Circles please continue doing all these great stuff and I'll continue to stay loyal, get my friend onboard to earn those data heehee ❤"
Level 3. Wonderkid,Updated on 09 Apr 2018,None,they have changed the mobile market ever since they have come on board.  Excellent customer service and extremely responsive.  It is good that they are listening and making inroads to win users over.  I am 20 months into circles and have no complaints at all.  Excellent overall connectivity from wherever I am.  
Level 2. Rookie,Updated on 09 Apr 2018,None,"Happy to be circles.life customer. * User-friendly website and app, unlike SingTel. Easy to obtain any information immediately."
Level 2. Rookie,Updated on 09 Apr 2018,None,"I was a little sceptical when Circles.Life first came out. More data with cheaper monthly bill? Sounds too good to be true to me. So I waited another year to observe this virtual telco before making the switch from SingTel. Even then, I was nervous about hidden costs, slow data, or poor customer services. "
Level 3. Wonderkid,Updated on 09 Apr 2018,None,- Manage your plan through an mobile app instead of calling through their customer support. - No customer support hotline to call
Level 3. Wonderkid,Updated on 09 Apr 2018,None,"I've been with Circles.Life for just over 2 months and the porting experience was smooth. No long waiting times over the phone/customer service counter. They also replied my many queries really quickly! As a student, even the benefits at the other telcos could not beat the price or data that I could get on Circles.Life. Currently, I'm paying $28 for 7GB/month. (no add-ons)"
Level 2. Rookie,Updated on 09 Apr 2018,None,Ported my number in last year from M1 and never looked back. Super star service and more GB than I can ever imagine. Highly recommend their service.
Level 2. Rookie,Updated on 29 Mar 2018,None,"Last but not least, the customer experience with circles.life has been amazing. I started with 6gb data, then i received an additional 0.5GB data on my bday, and another 2 GB data from a promotion. "
Level 2. Rookie,Updated on 29 Mar 2018,None,"I've been a customer of Circle.Life for 1 year and 3 months now! Here are some of the things I like and dislike about it: Customer Service: Communication with customer service is done via the Circles.Life app. Generally they have been prompt in responding on the live chat, and from past experience they are so much faster than M1 call center! Customer service officers on the other side of the live chat can troubleshoot and make changes to your account for you (for example, I chatted once to request for them to pause my plan for a few months as I was travelling overseas). One downside might be the lack of a human touch, I do miss speaking to a customer service officer over the phone. Circles.Life live chat hours are: Monday - Friday 9am to 10pm, Weekends & PH 9am to 6pm. Mobile App: Very user friendly compared and modern design, pleasant to use! Birthday treats & other bonuses: 500MB birthday bonus. When I first signed up there was also a port-in bonus, if you're switching over from another local telco. You also get referral bonus (200 MB per month for every new customer who signs up using your referral code) so there's actually no limit to the amount of bonus data you can get out of Circles.Life. Here are some of the bonuses which I have, according to the app:"
Level 2. Rookie,Updated on 28 Mar 2018,None,"Had been a loyal M1 customer since my poly days till fatherhood (35yo) & I remb the days when M1 rewarded their loyal customers with birthday vouchers yearly, till recent few years they have stopped giving and I had to call & 'beg' for them if I wanted to recontract or sign up new phones. Changed to Circle Life mainly for the savings of monthly bills & since they are using M1 network, I have the same network reception. What I like about Circle is their flexibility for the charges & of course the loyalty rewards (500mb extra every 6mths). Can see this telco having some impacts to the 3 main telcos & just want to say: If you treat your loyal customers well, you can be sure we will stay with you Circle Life!"
Level 2. Rookie,Updated on 28 Mar 2018,None,"I was a Singtel customer since my dad got me the line when I was 15 so that's about 20 years. The push factor was that I never, EVER felt like I was being treated like a loyal customer. In fact, I've had too many instances where they were just plain low balling me (e.g. Birthday treats can't be redeemed, mysterious charges on the bill). But it wasn't easy leaving a long-term relationship no matter how detrimental it might be. Plus, I was a singtel circle member so I got free data on Sundays."
Level 3. Wonderkid,Updated on 28 Mar 2018,None,"Circles Life has got to be the most value-added telco service. These are the few reasons why: 1) They are generous with their data! I live for data, and they understand customers like us (hahaha) 2) Great customer service. They could answer my questions so quickly, and settle my concerns. I like that they are so easy to reach. - sometimes when we want to reach their customer service rep through the app, they dont respond immediately and I dont like to wait with the app on. So by the time I came back to the app after scrolling somewhere else, the conversation was closed by the rep. Can be better managed!"
Level 2. Rookie,Updated on 28 Mar 2018,None,I have been using Circles for more than a year now and overall pretty happy with the service. 1. Just simply love the amount of customisation options available through their Circles Care App -  No more waiting to get through to customer service over a call 😀. There is even an option to chat with customer service through the app in case a need arises. 
Level 2. Rookie,Updated on 28 Mar 2018,None,"It has been exactly a year since I’ve ported over to Circles life from Singtel, and I’m happy to say that it’s been awesome! Not only do I get 6Gb of data monthly, after 6 months of usage, I’m awarded with another 500Mb of monhly data as a loyal customer. On top of that, I get an additional 500mb when it’s my birthday! How cool is that! But there’s one factor which I love about Circles the most, and it’s the connectivity. When I was using SingTel, I often face issues with connectivity when I travel on the MRT. SingTel always resets its connection on certain stations along the track. This gives me problem especially when I’m watching a movie or playing some games. With Circles, this hasn’t been a problem ever since. Hence Circles truly rules with its connectivity! "
Level 4. Prodigy,Updated on 28 Mar 2018,None,"While their customer service and SIM card delivery processes can be better improved, no other complains so far."
Level 2. Rookie,Updated on 28 Mar 2018,None,"I had done my tour of duty with the three telcos & thought I would stay with green until Circles came along. Great, fast and effective customer service along with value for money plans that gave me what I needed (and not rubbish I don need like 300 mins talk time) ensures that Circles is the one for me. "
Level 4. Prodigy,Updated on 28 Mar 2018,None,"1. Short customer service waiting time - If you have a problem with anything, the live chat can get you sorted out. Plus, it takes less than 5 minutes (usually instant) to reach support. Out of 10 problems, 9 times were resolved instantly for me. The other one time took 2 hours as they had to settle something back end. 3. No Physical Shops - Being a digital telco, they don't have any physical shops at all if you want to talk to a live person. However, they hold roadshows from time to time at various parts of Singapore."
Level 2. Rookie,Updated 4d ago,Purchased,"The CNY package was attractive so I switched over mine and my wife's mobile plan from M1 to MyRepublic. My line was ported over without issue but my wife's took more than a week. Customer service was hard to reach but eventually when engaged the person was helpful and resolved the issue. It took a few days though. Customer service seem to try to hide behind chatbot and website, very hard to contact with no clearly visible phone number shown anywhere. The chatbot is totally useless and website form produces no response. Except for the CS rep whom has been very helpful, overall customer service experience was poor. Also, recently found out MyRepublic does not support mobile phone payment. One of my auto-subscription could not charge successfully. Also my wife's apple watch could not connect to MyRepublic mobile data. Not sure if MyRepublic does not support Apple Watch or what. Not feeling enthusiastic about contacting customer service again!"
Level 2. Rookie,Updated 4d ago,Purchased,"Switching over to My Republic has been rather easy and smooth. Porting over my number has also been pretty fast. Overall, I'm very happy with the service."
Level 2. Rookie,Updated 1w ago,Purchased,"The network is reasonable sound, better than TPG but not comparable to SingTel. Don't expect an immediate response/resolution from the customer service. The Core Plan that I have subscribed is a value for money compared to other service provider"
Level 2. Rookie,Updated 2w ago,Purchased,"[Customer Service] Non-official hours if anything is much helpless, the FAQs on site etc may not help much but day time, the live chat agent was not bad. Resolved my sudden network cut issue. I am a satisfied customer of 2 mobile lines and would still recommend other to sign up with MR. Kudos!"
Level 2. Rookie,Updated 2w ago,Purchased,"Compared to my old line, I found MyRepublic has a wide range of network coverage and Fast network speeds for mobile data. I’m very pleased with MyRepublic stuff and service crew at answering all my questions."
Level 2. Rookie,Updated 2w ago,Purchased,"I'm new customer here. Just port over 10 Feb. Overall quite satisfied with App. Just that sometimes certain places ,the data not so receivable but overall still good."
Level 2. Rookie,Updated 2w ago,Purchased,"This plan offers great value for money and amazing customer service, will recommend for anyone currently choosing mobile provider"
Level 2. Rookie,Updated 2w ago,Purchased,"it was a fast application process when i purchased it in store and the customer service was very good. the staff said it would take up to two days for the transfer of porting but the night of my purchase, the transfer was already done ! very fast and efficient"
Level 2. Rookie,Updated 2w ago,Purchased,Is good to use and is value for money for the data usage. The service is good. I believe they will be much more popular than other telco
Level 2. Rookie,Updated 2w ago,Purchased,"It’s been almost 2 weeks since I tried porting my number over from Starhub. Tried to call their customer service hotline to enquire about the unsuccessful application only to be directed to a chatbot that will direct me to links of articles or answers to FAQ which was extremely unhelpful.  With the unsuccessful porting application, they said they will contact me with the reason only to receive an email with the reason for unsuccessful application with no additional follow up emails on information needed to resubmit the application or the status update of the application. They only resubmitted an application when I sent in a request form only to be informed that my application was unsuccessful. I had to call in to starhub to enquire about it but they told me there was no request from myrepublic to port the number over. I am extremely disappointed in the service I received and I even had to pay for the one month of service already, only to receive this subpar experience. Would not recommend it to any of my friends or family until you learn to improve on your customer service support."
Level 2. Rookie,Updated 2w ago,Purchased,"Network speed could be slightly faster for some grey area. Nonetheless, the 50gb plan for $17 is really worth the value as compared to other service provider."
Level 2. Rookie,Updated 2w ago,Purchased,"Moving to new telco and porting requests rejected by MyRepublic? Non-existent customer service, keep directing you to chatbot with irrelevant responses. Took to FB and whoever responded went quiet. Send online requests and no response."
Level 2. Rookie,Updated 2w ago,Purchased,I have been using My Republic for years now so far do not have any problem. If only you can replace/upgrade my broadband router for free for loyal customers would be most grateful. Hehe...
Level 2. Rookie,Updated 3w ago,Purchased,"I helped my dad to port in his number from singtel in cny eve. It was very irresponsible of your customer service at lot 1 to change my dad hp number without asking. The  next day, my dad informed me that his old number was no longer in use despite we told the staff to port in. It caused my dad a lot of inconvenience"
Level 2. Rookie,Updated on 25 Jan 2021,Purchased,"[Network] [Customer Service] Both of my parents use MyRepublic mobile plan, I think it is fantastic and awesome. The Porting over process is seamless and very user friendly"
Level 4. Prodigy,Updated on 23 Jan 2021,None,"[Customer Service] CS was surprisingly easy to contact when I faced issues with my line. They even scheduled call-backs quickly to resolve the issue. Compared to Giga!, this is way better (tried for 3 consecutive days and couldn't reach G at all via their live chat)."
Level 2. Rookie,Updated on 23 Jan 2021,Purchased,"Whenever I made an outgoing calls, the calls will auto cut off within 2min and after that I tried to call again, calls cannot be connected. Reported the case on Sunday and 6 days later, issue has not resolved. Customer Service told me they will call me back but never once did they called me. "
Level 2. Rookie,Updated on 22 Jan 2021,Purchased,I have use before their broadband service in the past and I can say . Never had a problem before.  So this time round I decided to go for them not because of their service but also their affordable legacy plan . 
Level 2. Rookie,Updated on 22 Jan 2021,Purchased,"I’m hesitating either My Republic or the other telco that give 50GB for $10, but after reading many reviews, I decided to stick with My Republic. I owned 2 line with MR now. Connection so far so good. Customer service excellent. Porting completed overnight. As for mobile App, the response is rather slow. I will recommend those who want to save $$ on Sim only plan to hop on to MR. You will not regret."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"But their customer service and customer-centricity in that respect is pretty bad. Just pray nothing goes wrong, if it does, don't count on customer service doing you any good."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,[Customer Service] Havent really spoke to the staff so I cannot judge.
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,[Customer Service] Good service but the line is not easy to get through to it
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,[Customer Service] Just got data only mobile plan for my son. The retail service staff at Vivo outlet was very detailed and careful to check and ensure we do not have any existing phone data plan from other provider so we do not face penalty later. The application was smooth and service staff was patient and professional.
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,Ease of porting just 1day and the porting is ready. Customers service good wait up to 30min and got someone to serve you. Hope got holiness to call.
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,[Customer Service] Nothing to complaint so far so good.
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"As a light user, the Lite Plan meets my personal needs. With the price of $10, it is difficult to another plan comparable to this."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,[Customer Service] The customer service is good. Patiently answer to my questions.
Level 2. Rookie,Updated on 12 Jan 2021,Purchased,Registration was an easy process and the customer service rep at the MyRepublic store at AMK Hub was helpful. The porting process was seamless and occured over a few hours at night. The SIM card given also provides a temporary number while the porting process occurs. The app is also very user friendly. Highly recommended!
Level 2. Rookie,Updated on 26 Dec 2020,Purchased,[Customer Service] The online chat was efficient. The customer service officer could answer all my queries clearly and to the point.
Level 3. Wonderkid,Updated on 26 Dec 2020,Purchased,[Ease of porting] Efficient and quick the whole process. Great experience. Good customer service too.
Level 2. Rookie,Updated on 25 Dec 2020,Purchased,[Mobile App] Very user friendly to use and at one glance all the important info are there 
Level 3. Wonderkid,Updated on 25 Dec 2020,Purchased,"It was super easy. All I did was wait till my ex-service provider (Giga) showed “No Service” and I just switch to MyRepublic’s SIM card. That’s all. I don’t even have to manually change the provider’s network name, unlike Giga. The app was easy to download and use. Easy to navigate and user friendly."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"[Customer Service] It will be nice if there are more humans customer service than chatbot. As I encountered delay in my number porting, tried contacting customer service via online chat but was entertained by chatbot which was unable to assist. Tried call in and could not find the right selection to speak to an operator. Customer service room for improvement."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,I experience a fast and friendly services at the store. 
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"Very easy and very fast to port from existing service providers. Kept updated every step of the way and since porting over, network coverage and performance has been great if not better. This was a very pleasant first-hand experience. Great value in the plan!"
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"Placed order to port over from existing provider last week. Myrepublic  lousy ordering system created 2 orders instead of one. Have been sending mail to the service desk but till now not one reply from them. U cannot get them thru phone as well. The so call BOT helpdesk is useless . Till now since last week, it was not port over.  Not recommended for anyone."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"[Network]  So far,  I have great experience with the network.. I don't encounter any intermittent disconnection like other telco or service providers."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"New sign up is easy then porting, porting need to push customer service, but CS is friendly and helpful. Network not very good at shopping mall underground but still acceptable. Mobile App and billing user interface are good. The most I like one is unlimited after the locate data use out, still can use, but can notice slower already."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,[Customer Service] Great customer service. Process was easy and quick. Billing is also easy - through credit card. Would recommend
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,[Customer Service] Customer Service via Facebook was a bit slow. But website chat bot was alright.
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,[Customer Service]  Great customer service upon delivering the SIM cards at my doorsteps. Friendly and approachable guy.
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,[Customer Service] good. Manage to port to new line etc
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Network required improvement. Have only 1-2 bar at home and the data wasn’t reliable. Other than that, the service is awesome and do keep it up!"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,It took many phone calls and emails to sort it out over a month while my family lost service and communication with the support team was let clear. You could definitely do better job resolving the problem once identified.
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,So far network has been good. Don’t really felt differences between previous provider. Tracking your data usage was excellent. Ease of porting. Value for money.  At this moment very satisfied. Keep up the good service.
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,[Customer Service] So far not required
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"and i am a super support of myrepublic, as I have x2 phone line x1 boardband everything have been years to switch everything to myrepublic it is well and good recommended service by them. Need more improve as all telco must do."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"I find everything was smooth. From customer service, Network, the App, porting the new number to even billing. It was a stress free process and transparent. Very pleased with the service. I have 2 plans under My Republic now. Looking forward to recommend my friends and relatives. for signal wise a bit weak some area."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"The customer service line is very difficult to get thru, need to improve "
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Customer Service] Wanted to sign up online but the available delivery date was almost 2 weeks later. Went down to Nex instead and got it done in less than 10 minutes. [Ease of porting] Everything went well. The staff told me it will be ported over that night or the night after. Around 11pm that night, I have no more service from my previous provider, i put in the new sim, went to bed and the next morning everything is done."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"I find everything was smooth. From customer service, Network, the App, porting the new number to even billing. It was a stress free process and transparent. Very pleased with the service. I have 3 plans under MyRepublic now. Looking forward to recommend my friends and relatives"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Network is unstable and weak in certain locations of Singapore, even though it is quite populated. Whenever in indoor buildings, the data service is unstable and laggy, especially when underground, which is common in many shopping malls. Coverage can be improved as such. [Customer Service] Support is friendly and helpful, helping with the porting over and resolving some issues with it. Whether it is at brick and motar stores or online websites, the staff is also there to help."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Excellent customer service by the staff at AMK outlet, took initiative to inform on the potential porting cost from previous telco and advicing what's the best course of action. "
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,Network is tip top. And delivery of SIM card was timely and porting was an ease. Overall pleasant service thus far. Highly recommend MyRepublic if you are big on quality data without having to spend hundreds monthly.
Level 2. Rookie,Updated on 12 Dec 2020,Purchased,"Reception was ok at beginning and became unstable , weirdly after I ported to another telco realised my phone is speed is up!!!! And I thought it’s my phone problem in the past. Impossible to get customer service via call or chat despite making over 20 attempts. Was charged $10 surcharge for failed payment . Wasn’t apparent in the t and c but nevermind. Took the u limited plan but they refused to show your monthly usage, a sly trick to keep you from porting . Now I port to another telco with 110gb and never will look back. Tolerated sucky service for over a year. My republic keep up the good work and keep oppressing your customers. I sense a mass exodus soon and a chapter 11 on the way. Too frightened of the boo boos to even try them again. My republic mobile does a good job of Messing up and in process create customer opportunity for Singtel StarHub and M1. The other telcos should give my republic a medal for the good work and should ask them to keep it up 👍"
Level 2. Rookie,Updated on 06 Dec 2020,None,"When you guys just started up, My first service was a broadband line with you guys, for 2 years, I NEVER had to call the customer service line, I NEVER had to go through any service disruption, basically for 2 years, I just pay my bills on time. When my contract expired, I took another 2 years with you guys. I also ported my personal mobile line, my parents line to you guys. Same thing, NEVER had to call the customer service line and etc and even though there was one bad mobile service disruption. You guys handled it well, but announcing and did your best to restore the service."
Level 3. Wonderkid,Updated on 02 Dec 2020,Purchased,I would like to see future offer for 500Mbps fiber broadband to cater for single house owners. 500Mbps market is a good market to target. So far only 3 service providers offering 500 mbps.
Level 2. Rookie,Updated on 25 Nov 2020,Purchased,"[Customer Service] Went down to the physical store, staff was helpful."
Level 2. Rookie,Updated on 18 Nov 2020,Purchased,Awesome experience. Great value for money. Reliable 4G speeds and internet connection. Customer service was very helpful in porting over process despite problems on my end.
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,"[Billing] Good deal, value pack, you know your customers needs well. Keep it up. Keep excelling in your own way"
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,The network reception is horribly bad & customer service is poor.
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,"Although it is on M1 network and there are many horror stories about how bad it is, I have not personally experienced any significant slowdown / loss of network myself (There are spots in my house where the data is weaker than Starhub but not unusable). The plan is great value for money (Signed up during flash sales and got 50GB for only $17, much better than what Circles.Life and others offer). The only downside was I engaged their support team before and they gave incorrect advice regarding the flash sales. Otherwise, it has been great and definitely recommend this!"
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,[Customer Service] Staff who assisted us at Jcube was helpful in answering all out queries.
Level 2. Rookie,Updated on 11 Nov 2020,None,"I have been their longest and loyal MyRepublic customers since the day it first launch here. 1Gbps of speed is no joke! Really need the speed for gaming, watching Youtube videos, streaming and download large work files. [Customer Service] This department is the best! Still freshly remember that time when my network is down at 2am, I call them up and they gladly to help and guide me patiently to reset my router. And making sure that my network is up and running when they called me back after I troubleshoot the router's issue. Lastly, even though there are some negative comments from the customers and high doubts from non-customers of porting over, take that as a challenge to improve, fulfill your customer's requirements, showing your best to promo good plans to non-customers. Keep it up, MyRepublic."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,[Customer Service] The customer service officer in Lot 1 is very proffesional. Thumbs up!
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Great network and fast porting services. All my family members using MyRepublic now !  Do keep up the good job and support services to value add to customers which is important !
Level 3. Wonderkid,Updated on 11 Nov 2020,Purchased,"Deposit should not be required for locals. It can potentially deter new customers joining myrepublic. Since it is already charged to the card for recurring payment, why need a deposit? Other telcos dun need deposit."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Customer Service] [Network] 👍 Great! I have subscribed MR broadband for many years. When MVNO launched, i have subscribed 4 lines and very happy with their service. Thank you"
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Its been good latelty with fast response from the customer when in need of enquiry. Will consider of getting broadband service too soon.
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Ease of porting] it is easy to port, just inform myrepublic customer service and they will liaise with your former telco in the backroom operation. no more inputs from you."
Level 2. Rookie,Updated on 11 Nov 2020,None,"[Customer Service]  A big thank you to Winnie from MyRepublic NEX branch for signing up 5 mobiles lines for me and my family, excellent service."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Billing is easy and convenient in MyRepublic no hassle at all. Everything is manageable in the app. Very user friendly.
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"However, porting over from Singtel encountered some issues which required escalation to their backend team for investigation. Even though both the app and chat support told me my number porting was successful, that was not the case. I was still on the temporary number. My original number had been ported and deactivated (M1 automated message: ""line not in use"" when I tried to dial). IIRC, that took less than a week to resolve but had caused inconvenience whenever accessing services required SMS OTPs."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"I have just signed up with MyRepublic, the line seems ok and the service was great when I sign up.  Hassle free and the SIM card was delivered to me in 3 days."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Tried different mvno. This suits me the best and most affordable especially outgoing and incoming calls from overseas. My wife got convinced and our family is using the same plan. Porting is simple and trouble free. I was unavailable for the initial delivery. The online chat was seamless and helpful to setup another delivery date in just a minute. I wish other telco would provide value and service as good as myrepublic.
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"I am a MyRepublic customer since 2014, the network line is better than others telco, this month I will recontract my line too. Hope MyRepublic will do better and have their own network line for future"
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"Good network reception, easy billing system, porting within an hours and friendly use mobile app. Excellent Telco."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Customer Service] I had a porting issue and had to do all the homework myself on why the porting was unsuccessful. MyRepublic had happily deducted the money from my credit card but porting was unsuccessful. There was no way to get in touch with the customer service. We are expected to speak to a chatbot to solve our matters. This is one aspect that MyRepublic needs to buck up.  MyRepublic, you have got a great value for money plans and amazing marketing (the kiddy fonts that you used in Ms-Word and you dared to use it in Facebook? it somehow enticed me!) but what are those things when we cannot reach you to solve our issue? When there is a fire breaking out, are you expecting the citizens to talk to a chatbot? Customers do not like to hang on the line and talk to the CS too"
Level 2. Rookie,Updated on 05 Nov 2020,Purchased,"[Customer Service] I only got problem getting thru with the customer service even though I used the apps to chat. Longer waiting time and till no respond. Even i left a message but it's ok. I hope problem will settled. Overall, it's outstanding."
Level 2. Rookie,Updated on 04 Nov 2020,Purchased,"Network has been horrible in the last 3-4 weeks. Have contacted their help desk after waiting 45 mins. After a 3 min explanation, the help desk said they cannot help and someone else will call back in 2 working days. It’s definitely more than 2 working days and no one called. Horrible network and horrible customer service."
Level 3. Wonderkid,Updated on 20 Oct 2020,Purchased,- [Customer Service] is very helpful and easy to find using webchat.
Level 6. Master,Updated on 11 Sep 2020,Purchased,"[Ease of porting] [Customer Service] Porting is easy, customer support is helpful."
Level 2. Rookie,Updated on 01 Sep 2020,Purchased,"My queries were replied promptly, they guided me when there is a technical issue. Staff was friendly. I even recommend my family to switch to My Republic. Didn't regret it at all! ❤️"
Level 2. Rookie,Updated on 20 Aug 2020,Purchased,I'm much prefered using MyRepublic. Overall make me and my family happy without any worries of network.. tq My Republic for the best service.
Level 2. Rookie,Updated on 19 Aug 2020,Purchased,No network at some carpark while my husband using other service is ok.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,Was wasy to port from my previous telco and the app was easy to use. Didnt have any issue for both the broadband the mobile service. 2 thumbs up!
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,I have to pay $100 deposit for applying which apparently the reason for deposit was due to some rating. My republic is a new company when i am a first time customer hence i do not know why and how i am rated. FYI i hv gd rating with credit bureau.. still decided to try the network and coverage. May port out to take back my deposit if service is bad or there is better promotion in the market.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,[Network] [Ease of porting] [Customer Service] [Billing]
Level 3. Wonderkid,Updated on 18 Aug 2020,Purchased,"to be fair i did not complete my sign up, the exorbitant $100 deposit which is required during the online sign up keeps me away as it can only be refunded once you terminate the service!"
Level 3. Wonderkid,Updated on 18 Aug 2020,Purchased,Good customer service.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"First time user of My Republic and from application process to e-billling to post after service is constantly good.  If there is any network disruption (like recently), an automated email notification will be sent to keep me updated, however, I do not feel any impact during the distruption.  Still able to use the mobile line smoothly."
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,[Customer Service]excellent. Stable quality network. Best than other Telecom. Can not describe creativity thinking to solve the problem .Give guests unforgettable memories.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"After comparing prices of the plans from different telcos, My Republic is the most value for money. Customer service was really good with lots of follow up.  Porting over was also hassle free. Should have switched over sooner."
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,The person who supported me in porting the number was very mice and pleasant and helped me do everything in the shortest possible time . My number was port in 2-3 hours Online service is also very fast  I had an issue I was not able to use internet but the online chat service provided me great guidance so that I was able to use internet Very quickly
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"[Customer Service] Customer service was efficient when I wanted to make a change to my account details. As per their protocol, they did the verification and poof, updated. "
Level 2. Rookie,Updated on 26 Jul 2020,Purchased,"Other service NO NO SERVICE CENTER for troubleshooting, You have to do it yourself and screenshot proof to them so that they can send it to their TEAM. If livechat with difference staff i have to do the troubleshooting again. "
Level 8. Wizard,Updated on 24 Jul 2020,Purchased,[Customer Service] Never once had to call customer service for any reason.
Level 2. Rookie,Updated on 16 Jul 2020,Purchased,Porting was straightforward and fast. Mobile apps is user friendly. Recommended for its value for money too.
Level 2. Rookie,Updated on 10 Jul 2020,Purchased,"I still prefer my previous M1 App which was more user friendly. Overall,  I am happy with this plan and service support."
Level 2. Rookie,Updated on 09 Jul 2020,Purchased,This is a simple and extremely affordable no-fuss plan. The data connection speed is comparable to other major telcos and the phone connection is also stable. What I like the most is there is no excess data usage even if you go beyond the allocated data (except that the connection speed is compromised). Payment is via debit/credit deduction monthly. The app is also basic  and user friendly. Overall it is highly recommended.
