level,date,purchased,review
Level 2. Rookie,Updated on 29 Mar 2018,None,"I've recently hit my first 6 month mark with circles life, which means I've just had my first 500mb bonus added to my account. I've never been happier with my Telco. 

Plus points:
- Unlimited whatsapp, which means unlimited whatsapp calls. Ive recently removed the free incoming option calls because with the ability to make free WhatsApp calls, I find myself using less than 20 minutes talk time a month. 
- Excellent value (especially with the 500mb loyalty bonus that got added recently). I've not had a phone bill more than $30.25 even when I had the free incoming add on.
- Customer service: the in app chat feature is brilliant. Instant answers to queries without being put on hold.

Cons:
- roaming costs are expensive. But the recently introduced unlimited WhatsApp add on (for use while roaming) would go a long way if it works as described. Have yet to try it out.

All in all, it's been a great ride with circles life. I signed up for a separate Zero1 line earlier this month because I got tempted by their ""$19 per month"" proposition, but I've only been deeply disappointed by them so far. In spite of my being billed, I have after three weeks still no news of a projected delivery date, and their customer service (which is only reachable by email) is abysmal. Slow and non helpful replies! I plan on cancelling the zero1 line at the first available opportunity"
Level 2. Rookie,Updated on 29 Mar 2018,None,"I've been a customer of Circle.Life for 1 year and 3 months now! Here are some of the things I like and dislike about it:

Connectivity: For most part of Singapore it's ok, except during a couple of occasions I've had connectivity issues while in a mall or underground (MRT) whereas my SingTel/M1 friends did not."
Level 2. Rookie,Updated on 28 Mar 2018,None,"Before:
I was a Singtel customer since my dad got me the line when I was 15 so that's about 20 years. The push factor was that I never, EVER felt like I was being treated like a loyal customer. In fact, I've had too many instances where they were just plain low balling me (e.g. Birthday treats can't be redeemed, mysterious charges on the bill). But it wasn't easy leaving a long-term relationship no matter how detrimental it might be. Plus, I was a singtel circle member so I got free data on Sundays.

The pitch:
Then Circles.Life dropped in and offered my company a Corp package. Pretty attractive package with quite a lot of data: 27gb a month.

Coming from a 3GB plan where I had to religiously watch every drop of data consumed,  this was a windfall. But that's not the determining factor.

So I dropped hints on Facebook I was planning to switch and wanted advice from my friends and I also tagged singtel and Circles.Life.

Guess which telco replied? They didn't even have to convince or pitch to me. They just said hi and told me I can contact them for further details.

So all the other considerations about connectivity, reliability, cost comparisons, value, etc. faded into the background because really, for a telco or any organisation to reach out to their customers so readily and easily, that's nothing to be sniffed at. I would know because my 2 jobs have been at organisations that are customer focused. And it makes a world of difference to know the organisation I'm paying for the service, gives enough of a damn to want to talk to me. Or at the very least, gives enough of a damn to spend money to hire people to talk to their customers. Too many other organisations pay lip service to putting their customers first and how they're ""making everyday better"". Who's day exactly? 

That open line of communication is priceless in today's hyper saturated market.

Consideration:
Of course, as a consumer, I'm price sensitive so I will never say never to changing and Circles.Life has set a pretty high bar for service standards which I hope they can live up to as they scale up. But from what I've seen so far, nobody else comes close as a total package. 

Pros:
-Top class customer engagement
-clear and easy to manage plans 
the proof of the pudding is in the eating. When others sort to obfuscate by piling all sorts of nonsensical and unnecessary additions into your mobile plan (SMS-es?! Really?! Even illegal money lenders have moved onto WhatsApp.), the simplicity of being able to customise your plan, giving you control over what you really want, is gold dust to consumers.

- good enough connectivity
I can't say for sure that connectivity is awesome because I'm well aware that Circles.Life is riding on M1's infrastructure which doesn't exactly make one feel like you're walking on sunshine TBH. But as a trade off for the other perks n liberties you get, it is well worth it.

Cons:
- connectivity (see above)
- no exclusive deals for phones
- smaller group of merchant partners
This point isn't much of a problem for me because I'm stuffed to the gills with all sorts of cards and memberships that I don't even use. So really, if merchant deals are a tiebreaker for you in choosing a telco, I'd advise you to reconsider your (Circles) life choices.

Have a good one y'all! Hit me up if you need more advice in your consideration process. "
Level 3. Wonderkid,Updated on 28 Mar 2018,None,"Absolutely an advocate of Circles Life.

Circles Life has got to be the most value-added telco service. These are the few reasons why:

1) They are generous with their data! I live for data, and they understand customers like us (hahaha)
2) Great customer service. They could answer my questions so quickly, and settle my concerns. I like that they are so easy to reach.
3) Speedy rectification of problems. When I first signed up, I was told I would be getting 3 months of data, whereas the fine print was ""even if the contract starts on the last day of the month, it is counted as a month"". They responded to my request and extended that additional month of free 20GB. 
4) Great IT infrastructure. Bills are sent electronically, can be seen on the app as well as in the emails. Everything is simple to use!
5) My mother had trouble typing English, and wow they could even respond in Chinese to her. I think it's really cool.
6) Cost is low, and very worthy. Converted my mother, and now going to convert the rest of my family too (Good things must share!)

Cons:
- sometimes when we want to reach their customer service rep through the app, they dont respond immediately and I dont like to wait with the app on. So by the time I came back to the app after scrolling somewhere else, the conversation was closed by the rep. Can be better managed!
- Could come up with Chinese setting for the app instead. My mother had trouble understanding some of the English.
- Really poor connection in some areas (especially entire purple line).

Overall two thumbs up!"
Level 2. Rookie,Updated on 28 Mar 2018,None,"I have been using Circles for more than a year now and overall pretty happy with the service.

Pros :
1. Just simply love the amount of customisation options available through their Circles Care App -  No more waiting to get through to customer service over a call 😀. There is even an option to chat with customer service through the app in case a need arises. "
Level 4. Prodigy,Updated on 28 Mar 2018,None,"Switching from SingTel to Circles Life, my life in the north south line trains got much better because I no longer suffer SingTel’s coverage dead zone.

Circles Life is very easy to use because everything is controlled via an app and you have full control.

While their customer service and SIM card delivery processes can be better improved, no other complains so far."
Level 2. Rookie,Updated on 28 Mar 2018,None,"I had done my tour of duty with the three telcos & thought I would stay with green until Circles came along. Great, fast and effective customer service along with value for money plans that gave me what I needed (and not rubbish I don need like 300 mins talk time) ensures that Circles is the one for me. "
Level 4. Prodigy,Updated on 28 Mar 2018,None,"My Story: Been using Circles.life since August 2016 when they were holding their NDP promotion. Circles.life has been a life changer for me after breaking my 1 year contract with my previous telco, because even paying the cancellation fee was worth it.

For once, I went from having 3 gb to 6 gb immediately with Circles.Life, while dropping $20 from my monthly bill. Following that, I have been getting free data from various promotions and referrals. There's even a point where I had about 50+ GB for free that month, while paying only $28. Currently running at 16.1 GB and paying the base price of $28 still.

Comparison:
Below is a comparison of why you should and should not move to Circles.life. I'm not even going to list prices as a main factor because it's quite irrelevant to my review.

PROS:
1. Short customer service waiting time - If you have a problem with anything, the live chat can get you sorted out. Plus, it takes less than 5 minutes (usually instant) to reach support. Out of 10 problems, 9 times were resolved instantly for me. The other one time took 2 hours as they had to settle something back end.
2. Facing problems - Data outage and can't access your internet? Circles.Life compensates its users every time there is a hiccup, giving free data once.
3. Great experiences - For one, they held an event at a nightclub for users. I was invited to it and the event was pretty amazing, and even giving out free swag and data to attendees.
4. Loyalty pays off - A lot of reviews tend to not mention this but you'll get 500 MB every 6 months up to 2 GB.
5. Be at the front of the pack - Circles.life kicked off a lot of changes, remember seeing data prices drastically drop once Circles.life launched the 20 for $20? They recently launched a $3 unlimited plan per day at time of writing this review.
6. Community - There's a 'inner circle' that you can join if you're a member, and there's monthly meetings that is held at the moment for its members. Activities ranging from meals, board games, and even hanging out at Circles.Life office and know the team!

CONS:
1. Data roaming - Circles.Life hasn't really tackled data roaming and stuff like M1 Data passport is still better if you're a frequent traveller. There's some small steps towards this such as the $1/day whatsapp for overseas
2. Dual sim - There's no such feature where you can have 2 members sharing the same pool of data, talk time, and sms. if you're on such a plan, Circles.Life is definitely not for you.
3. No Physical Shops - Being a digital telco, they don't have any physical shops at all if you want to talk to a live person. However, they hold roadshows from time to time at various parts of Singapore.
4. Data 'dead' spots - There's reports of certain parts of Singapore where data doesn't exist, for example parts of North East Line faces this problem.

It's hard not to be biased, but I tried my best to make this review as unbiased as possible. It's also a compilation of my entire Circles.life experience since when I joined, and they definitely deliver an experience that is unbeatable by the main 3 telcos."
Level 2. Rookie,Updated 1w ago,Purchased,"[Ease of porting]
I helped my dad to port in his number from singtel in cny eve. It was very irresponsible of your customer service at lot 1 to change my dad hp number without asking. The  next day, my dad informed me that his old number was no longer in use despite we told the staff to port in. It caused my dad a lot of inconvenience

 Please review the case and get back to us soon.

Please see that my dad's singtel number was port in as well.

It is highly disappointing to see that the staff cannot even handle simple admin to port in a number"
Level 2. Rookie,Updated 4w ago,Purchased,"[Network] [Customer Service]
Both of my parents use MyRepublic mobile plan, I think it is fantastic and awesome. The Porting over process is seamless and very user friendly"
Level 4. Prodigy,Updated on 23 Jan 2021,None,"[Ease of porting] Porting was completed within 3 hours. Signed up at the retail kiosk to save SIM card delivery charges ($5) around 8pm and porting was complete at 11pm.

[Customer Service] CS was surprisingly easy to contact when I faced issues with my line. They even scheduled call-backs quickly to resolve the issue. Compared to Giga!, this is way better (tried for 3 consecutive days and couldn't reach G at all via their live chat)."
Level 2. Rookie,Updated on 23 Jan 2021,Purchased,"Whenever I made an outgoing calls, the calls will auto cut off within 2min and after that I tried to call again, calls cannot be connected. Reported the case on Sunday and 6 days later, issue has not resolved. Customer Service told me they will call me back but never once did they called me. 

When I ported my number, my previous telco has successfully ported and cancelled my account however at MyRepublic side, my number was not ported and left my number uncontactable for 2 days."
Level 2. Rookie,Updated on 22 Jan 2021,Purchased,"I’m hesitating either My Republic or the other telco that give 50GB for $10, but after reading many reviews, I decided to stick with My Republic. I owned 2 line with MR now. Connection so far so good. Customer service excellent. Porting completed overnight. As for mobile App, the response is rather slow. I will recommend those who want to save $$ on Sim only plan to hop on to MR. You will not regret."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[TL;DR]
All in all, their plans are great. Have been with their broadband for many years as well and is satisfied with its performance so far.

But their customer service and customer-centricity in that respect is pretty bad. Just pray nothing goes wrong, if it does, don't count on customer service doing you any good.

[Network]
Generally happy with the plan itself, good emphasis on the data, light on the SMSes and call time - which is more suitable for current daily usage.

[Customer Service] [Ease of porting]
Customer support and port-in was a terrible experience for me.
Tried to sign up (and port-in) from about mid-Dec, but was rejected due to technical issue on MR's side. Nonetheless, they do not care to update me when the issue was resolved, nor did they actually publish information about this technical issue anywhere on their publicity. It was a very one-sided effort from me as a customer from mid-Dec to almost mid-Jan, with a few trips to malls (fighting queues to get in) to inquire about the status myself. I wrote in to their customer service after my second rejection on 4th Jan but only received a reply on 11th Jan after my issue was resolved by myself. In their email, they were just being casually and insincerely apologetic.

Please learn to be more forthcoming and take the initiative to reach out to your customers, especially when things go south.

[Mobile App]
Find it to be pretty laggy. Not particularly user friendly."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[Network]
It's not the most stable network and very often i will experience loss of data and my apps can't load. This can get quite annoying as I will need to refresh my apps several times (and still it can't load)

[Ease of porting]
Very easy, ported the night of registration"
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[Ease of porting]
Seamless n easy 
[Mobile App]
Easy to use 
[Network]
so far so good! 
[Customer Service]
Good service but the line is not easy to get through to it"
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[Customer Service]
Just got data only mobile plan for my son. The retail service staff at Vivo outlet was very detailed and careful to check and ensure we do not have any existing phone data plan from other provider so we do not face penalty later. The application was smooth and service staff was patient and professional."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"I just sign up not long the network is good never have any problem.
Ease of porting just 1day and the porting is ready. Customers service good wait up to 30min and got someone to serve you. Hope got holiness to call.
Mobile app- easy to use.
Billing- hope have all the information in the bill list like call and data we used.
Overall the line very good."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[Network]
Network is good. Similiar to other telco, sometimes there are still blind spot causing low signal

[Customer Service]
Nothing to complaint so far so good.

[Ease of porting]
Very easy. But took longer than other telco. Probably due to covid situation.

[Mobile App]
Abit hard to navigate, probably not used to it yet. It merged with broadband plan.

[Billing]
Bill breakdown easy to understand. I cannot find any option to charge my broadband and mobile into different credit card. Maybe there is room for improvement."
Level 2. Rookie,Updated on 21 Jan 2021,Purchased,"[Mobile App]
The mobile app is easy to use. You can track how much data, calls and sms you use. 

[Network]
The network is good. I have been using their broadband plan for more than 2 years already. 

[Customer Service]
The customer service is good. Patiently answer to my questions."
Level 2. Rookie,Updated on 12 Jan 2021,Purchased,"I shopped around for the best deal amongst MVNOs and established telcos and MyRepublic came out tops with its recent promo. It gave the most data and decent amount of minutes and SMS for the price of the Core Plan. Plus, MyRepublic runs on the M1 network which is an extra bonus. I haven't experienced issues with the network and internet speeds are as fast as my previous telco, M1. No issue with usage underwound or in tunnels either. 

Registration was an easy process and the customer service rep at the MyRepublic store at A"
Level 2. Rookie,Updated on 26 Dec 2020,Purchased,"[Ease of porting] Porting my number from M1 to MyRepublic was a fuss-free experience. This was unlike another experience where I ported another of my numbers to another telco which was problematic and I ended up spending much time and many phone calls between the two telcos before it was settled.

[Customer Service] The online chat was efficient. The customer service officer could answer all my queries clearly and to the point."
Level 3. Wonderkid,Updated on 26 Dec 2020,Purchased,"[Network] As good as any of the well established telco company. Made the right choice to switch at a value for money mobile plan. 

[Ease of porting] Efficient and quick the whole process. Great experience. Good customer service too."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"[Network] Has been using for 1 week and so far so good. Yet to try underground. 

[Customer Service] It will be nice if there are more humans customer service than chatbot. As I encountered delay in my number porting, tried contacting customer service via online chat but was entertained by chatbot which was unable to assist. Tried call in and could not find the right selection to speak to an operator. Customer service room for improvement.

[Ease of porting] My experience it took 5 days for the number to port successful. Hopefully it can be improved. 

[Billing] By credit card and it is fast and hassle free. 

[Mobile App] User interface is nice and user experience is good."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,"New sign up is easy then porting, porting need to push customer service, but CS is friendly and helpful. Network not very good at shopping mall underground but still acceptable. Mobile App and billing user interface are good. The most I like one is unlimited after the locate data use out, still can use, but can notice slower already."
Level 2. Rookie,Updated on 24 Dec 2020,Purchased,[Customer Service] Great customer service. Process was easy and quick. Billing is also easy - through credit card. Would recommend
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Leveraging on the latest promo $17 for 50GB, I think it is a very good deal. One of the most competitive in the market. Made the switch from Circles Life to My Republic. Able to get Sim card from their official store to save delivery fees.

[Network] Reception/Network is ok. Acceptable for the areas I frequent (Yishun/Eunos/Town area). Noninferior compared to CL."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Customer Service] 
Great customer service upon delivering the SIM cards at my doorsteps. Friendly and approachable guy."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Ease of porting] fast porting. No issue to port

[Mobile App] easy to view. Still can improve

[Customer Service] good. Manage to port to new line etc"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Previously been using M1 plan, transfer to my republic is seamless and fast. So far the network is ok even for circle line. 

[Ease of porting]
Easy

[Network]
So far ok

[Customer Service]
So far not required

[Mobile App]
Easy

[Billing]
No issue"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"I find everything was smooth. From customer service, Network, the App, porting the new number to even billing. It was a stress free process and transparent. Very pleased with the service. I have 2 plans under My Republic now. Looking forward to recommend my friends and relatives. for signal wise a bit weak some area."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"The customer service line is very difficult to get thru, need to improve 
Porting process was smooth and fast 
So far no issue 
Highly recommended"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Network] I was very worried and doubtful when I ported over from Starhub a week back. I have read most of the reviews and several commented on the poor network. But I thought of just giving it a try for its low price and I'm glad I did so! Till now, i feel the network is on par with my previous provider. I worked in Tuas and there were certain areas where I didn't have network in the past but surprisingly there are for myRepublic! Awesome. Hope this will keep up."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"I find everything was smooth. From customer service, Network, the App, porting the new number to even billing. It was a stress free process and transparent. Very pleased with the service. I have 3 plans under MyRepublic now. Looking forward to recommend my friends and relatives"
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"[Network]
Network is unstable and weak in certain locations of Singapore, even though it is quite populated. Whenever in indoor buildings, the data service is unstable and laggy, especially when underground, which is common in many shopping malls. Coverage can be improved as such.

[Customer Service]
Support is friendly and helpful, helping with the porting over and resolving some issues with it. Whether it is at brick and motar stores or online websites, the staff is also there to help.

[Mobile App]
The app is decent to track the amount of mobile data left, even though it lacked any other features other than data top up. There could be other features like incentives to earn more data, like exercing enough to earn data, or loyalty points. Other than that, the login process is alright.

[Ease of porting] Porting over had some hiccups like unable to login or create account but lucky support rectified the issue promptly.

[Billing]
Payment is easy to make, and so far no extra charges or any problems occurred."
Level 2. Rookie,Updated on 23 Dec 2020,Purchased,"Excellent customer service by the staff at AMK outlet, took initiative to inform on the potential porting cost from previous telco and advicing what's the best course of action. 

Porting process was also very smooth and fast. 

Been using 2 weeks, so far, no issues. Highly recommend."
Level 2. Rookie,Updated on 12 Dec 2020,Purchased,"Reception was ok at beginning and became unstable , weirdly after I ported to another telco realised my phone is speed is up!!!! And I thought it’s my phone problem in the past. Impossible to get customer service via call or chat despite making over 20 attempts. Was charged $10 surcharge for failed payment . Wasn’t apparent in the t and c but nevermind. Took the u limited plan but they refused to show your monthly usage, a sly trick to keep you from porting . Now I port to another telco with 110gb and never will look back. Tolerated sucky service for over a year. My republic keep up the good work and keep oppressing your "
Level 2. Rookie,Updated on 06 Dec 2020,None,"When you guys just started up, My first service was a broadband line with you guys, for 2 years, I NEVER had to call the customer service line, I NEVER had to go through any service disruption, basically for 2 years, I just pay my bills on time. When my contract expired, I took another 2 years with you guys. I also ported my personal mobile line, my parents line to you guys. Same thing, NEVER had to call the customer service line and etc and even though there was one bad mobile service disruption. You guys handled it well, but announcing and did your best to restore the service.

Moving on, this is the ""not so pleasant"" experience, earlier this year, my credit card was hacked and as a result I had cancel my card. The extremely tedious part of keying in the new credit card details for each and every line/service I had was crazy. Unfortunately one of the lines was terminated by me earlier,and there was an outstanding bill of $7x, as the line was cancelled, there was no way for me to see the outstanding on my app (Or maybe I wasn't aware how to),  months pass by and one day I received a letter of demand for the $7x.. I immediately checked the app and again, it reflected that all the bills were paid on time. 

Puzzled I called in to enquire and I was advised that I had that outstanding. (Arranged to pay it immediately) Naturally I was displeased and told your staff that I never received any overdue payment, no phone calls and no way I could see the overdue payment on the app. In short I was in the dark, requested for a call back and a nice lady Joanna called me, so I shared my feedback with her and she took it in good stride. 

Months pass by, and recently I wanted to port over my personal line and sign up another broadband for my own place but I was told I didn't qualify because of a bad credit with your company. Puzzled I asked for a call back and I was informed due to the earlier incident this year. My credit rating was bad and in short was blacklisted in your company. Long story short, 2 calls and finally managed to speak n explain to Joanna again, she mentioned she would do her best to assist. (Joanna is an asset to your company). 

In closing, I believe that for a company to improve, they have to be willing to listen to reasonable feedback and to work on it and improve. Apparently for my case, the constructive feedback which I've provided wasn't act upon, worst still, I was being blacklisted, due to the fact that there might be a loophole in your system and that puzzles me. I sincerely hope you guys can work on improving because as consumers we deserve better and you shld be better. Sending a letter of demand to a customer without any prior communications isn't constructive. Pls look into this."
Level 2. Rookie,Updated on 25 Nov 2020,Purchased,"Got the flash sale, 50gb for $17. So far so good, no issues. Quite pleased with it actually!

[Network]
Decent, steady and reliable network. So far no major issues experienced, speed gets slower underground but still largely usable.

[Customer Service]
Went down to the physical store, staff was helpful.

[Ease of porting]
Porting was a breeze! Due to limited delivery slots, I went down to sign up as well as to do the porting. Previous telco has approved the number porting within an hour of signing up, and porting was completed successfully at night, around 2am.

[Mobile App]
A bit buggy, but still usable. Occasionally required to log in despite already being logged in, but no biggie other than the occasional inconvenience. Hopefully the dashboard could load faster, though.

[Billing]
Paperless and fuss-free, easy payment on the app via the credit card you chose during signup."
Level 2. Rookie,Updated on 18 Nov 2020,Purchased,Awesome experience. Great value for money. Reliable 4G speeds and internet connection. Customer service was very helpful in porting over process despite problems on my end.
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,"When at home, the the phone has no network at all! 
Must step outside the home, the network is OK. But always switching to 3G network which slow down net surfing though still got 5G data remaining. 
This problem never ever to another line of mine with StarHub. 
Check with Republic staff at Amk hub counter but was told not their problem. Just gave me one telephone no to call. 
I am thinking to terminate this new line which just signup in Oct'20.
The network reception is horribly bad & customer service is poor."
Level 2. Rookie,Updated on 12 Nov 2020,Purchased,"[Customer Service]
Staff who assisted us at Jcube was helpful in answering all out queries.

[Ease of porting]
Porting over was easy and hassle free too.

[Network]
Network so far not too bad. A bit slow and no network at certain areas but doesn't impact much."
Level 2. Rookie,Updated on 11 Nov 2020,None,"[Network]
I have been their longest and loyal MyRepublic customers since the day it first launch here. 1Gbps of speed is no joke! Really need the speed for gaming, watching Youtube videos, streaming and download large work files.

I am sure with my words and trust MyRepublic cause from them, I have owned 1 old basic router and 3 ASUS gaming routers in total. So just go figures with that counting the years I'm "
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Network] The internet speed was slow in some area. Sometimes only 1 bar.

[Customer Service] The customer service officer in Lot 1 is very proffesional. Thumbs up!"
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Great network and fast porting services. All my family members using MyRepublic now !  Do keep up the good job and support services to value add to customers which is important !
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Customer Service] [Network]
👍 Great! I have subscribed MR broadband for many years. When MVNO launched, i have subscribed 4 lines and very happy with their service. Thank you"
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,Its been good latelty with fast response from the customer when in need of enquiry. Will consider of getting broadband service too soon.
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Ease of porting] it is easy to port, just inform myrepublic customer service and they will liaise with your former telco in the backroom operation. no more inputs from you.


[Network] So far, the network has been stable, even when in the subway underground.  very welcoming, especially when you are in a call or browsing through the web/app."
Level 2. Rookie,Updated on 11 Nov 2020,None,"[Customer Service]

A big thank you to Winnie from MyRepublic NEX branch for signing up 5 mobiles lines for me and my family, excellent service."
Level 2. Rookie,Updated on 11 Nov 2020,Purchased,"[Customer Service]
I had a porting issue and had to do all the homework myself on why the porting was unsuccessful. MyRepublic had happily deducted the money from my credit card but porting was unsuccessful. There was no way to get in touch with the customer service. We are expected to speak to a chatbot to solve our matters. This is one aspect that MyRepublic needs to buck up. 

MyRepublic, you have got a great value for money plans and amazing marketing (the kiddy fonts that you used in Ms-Word and you dared to use it in Facebook? it somehow enticed me!) but what are those things when we cannot reach you to solve our issue? When there is a fire breaking out, are you expecting the citizens to talk to a chatbot? Customers do not like to hang on the line and talk to the CS too"
Level 2. Rookie,Updated on 05 Nov 2020,Purchased,"[Customer Service]
I only got problem getting thru with the customer service even though I used the apps to chat. Longer waiting time and till no respond. Even i left a message but it's ok. I hope problem will settled. Overall, it's outstanding."
Level 2. Rookie,Updated on 04 Nov 2020,Purchased,"Network has been horrible in the last 3-4 weeks. Have contacted their help desk after waiting 45 mins. After a 3 min explanation, the help desk said they cannot help and someone else will call back in 2 working days. It’s definitely more than 2 working days and no one called. Horrible network and horrible customer service.

Data is so slow, it takes me mins. Literally mins to load the first page of Lazada. Shoppee. Etc. forget about going into social media like tiktok etc. "
Level 3. Wonderkid,Updated on 20 Oct 2020,Purchased,"Pro: 
- One of the cheapest plan for getting 6GB of data -- suitable for the lighter users like myself.
- [Customer Service] is very helpful and easy to find using webchat.
- [Mobile App] is decent for tracking usage and billing info

Con:
- [Network] Bad reception. Disconnects often even in downtown and MBS. Need to turn on/off airplane mode to get back connectivity. It could be quite annoying sometimes if you're a heavy internet user."
Level 6. Master,Updated on 11 Sep 2020,Purchased,"Vaue for money plan, $10 for 6GB is really not too bad for 'lite' user.

However, the reception is pretty bad at some places, to a point that I cannot even scan digital payment or scan QR code.

Schedule for Maintenance seems to be quite frequent and the next day, will have issues with phone calling. 

[Ease of porting] [Customer Service] Porting is easy, customer support is helpful.

Billing is also quite clear on the MyRepublic app itself."
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,I have to pay $100 deposit for applying which apparently the reason for deposit was due to some rating. My republic is a new company when i am a first time customer hence i do not know why and how i am rated. FYI i hv gd rating with credit bureau.. still decided to try the network and coverage. May port out to take back my deposit if service is bad or there is better promotion in the market.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"[Network] [Ease of porting] [Customer Service] [Billing]

Really good! Super quick porting and great and stable network! Not only that but paying for it is super easy with just one click!"
Level 3. Wonderkid,Updated on 18 Aug 2020,Purchased,"Good customer service.
I joined the Lite plan for my daughter use at My Republic - AMK hub. Fast and easy to understand. He help me solve the problem I asked .
Only the network a bit slow when surfing network. Other than that is OK. Calling and SMS are good, no pro."
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,[Customer Service]excellent. Stable quality network. Best than other Telecom. Can not describe creativity thinking to solve the problem .Give guests unforgettable memories.
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"After comparing prices of the plans from different telcos, My Republic is the most value for money. Customer service was really good with lots of follow up.  Porting over was also hassle free. Should have switched over sooner."
Level 2. Rookie,Updated on 18 Aug 2020,Purchased,"[Customer Service]
Customer service was efficient when I wanted to make a change to my account details. As per their protocol, they did the verification and poof, updated. 

[Mobile App]
I must say, their app was fine back then but ever since the update, there has been some issues with it. I've made a report via the app but it's okay, it works on the web."
Level 8. Wizard,Updated on 24 Jul 2020,Purchased,"Reliable network and an affordable price.
Got an automatic upgrade without me having to request or beg. 

[Customer Service]
Never once had to call customer service for any reason.

[Network]
So far so good. No down time or lag experienced."
Level 2. Rookie,Updated on 09 Jul 2020,Purchased,"The customer service is very helpful. The porting is very easy and fast, you need not to do anything. However, the data signal is very weak. Very often can't get the signal."
Level 2. Rookie,Updated on 08 Jul 2020,Purchased,"I was formerly a StarHub customer and found the StarHub SIM plans to be quite expensive. So I decided to try out MyRepublic, and the experience has been overwhelmingly positive. 

[Customer Service]
The only hicccup occurred when I was signing up for 2 SIM cards and had to use different email accounts, but the MyRepublic team quickly responded to my request to bring the 2 SIM cards under 1 account and email id. The application process can be fine-tuned in this aspect, to allow a new MyRepublic user to sign up for multiple services at the same time.

[Ease of porting]
Number porting was done a few hours after I received the SIM card and 2 days after I ordered the SIM cards, very fast and with no issues!

[Mobile App]
The app feels fluid and smooth. It is well-organised, with items at where you would expect them to be at, and sports a simple yet effective display. 

[Network]
Been using for a month, and no connectivity issues at where I work, in Joo Koon and Tuas. 

Overall, a great plan if you’re not a heavy data user, and with more-than-enough SMS and call-time for the average person"
Level 2. Rookie,Updated on 08 Jul 2020,Purchased,My Republic plan is really value for money! Registration was quick and SIM card was immediately activated. Network and internet speed was stable and fast comparing with the big telco companies. Customer service was also excellent. Keep it up!
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"[Network] Very fast 4G network 

[Customer Service] Promptly respond from Cust Service always 


[Mobile App] User friendly , easy to used and switch plan for value added service most important no contract 

[Billing] Price afforatable"
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"[Network]
Though relatively new, no problem faced so far.
[Customer Service]
Friendly sales staff and very helpful.
[Ease of porting]
Speedily done within 2 working days.
[Mobile App]"
Level 2. Rookie,Updated on 07 Jul 2020,Purchased,"[Network]
Good network, has not a case of drop line.
[Customer Service]
Need to have more product knowledge and problem solving solution at hand.
[Mobile App]
Easy to use and clear navigation.
[Billing]
Straight forward and quick."
