,post_title,post_username,post,reply to
233,"SAF IPPT, IPT & RT Questions...",zRuaumoko,"Hi, I just ORD in February, and and currently still in year 0. If I do my IPPT now, will I be able to get the monetary incentives? If if so, will I still be able to get the incentives for each successful completion of IPPT for each subsequent year (year 1 and onwards)?",NIL
234,"SAF IPPT, IPT & RT Questions...",Calander,u will still get the incentives accordingly regardless which Year you are in.,"zRuaumoko wrote: Hi, I just ORD in February, and and currently still in year 0. If I do my IPPT now, will I be able to get the monetary incentives? If if so, will I still be able to get the incentives for each successful completion of IPPT for each subsequent year (year 1 and onwards)?"
235,"SAF IPPT, IPT & RT Questions...",santa_edmw,bedok camp still got orange tag for sports/games? for ipt,NIL
236,"SAF IPPT, IPT & RT Questions...",Calander,yes. these are subjected to availability depending on their manpower arrangements and attendance.,santa_edmw wrote: bedok camp still got orange tag for sports/games? for ipt
237,"SAF IPPT, IPT & RT Questions...",Juan_Mata,No You still have to finish the whole ippt including the 6 rounds of 2.4km They will take everything as your RT training programme for that day itself,leong25 wrote: having my 8th RT today which is the IPPT. if i fail the push up. able to fall out straight without taking the 2.4KM? actually i prefer to do RT than doing IPPT.
238,"SAF IPPT, IPT & RT Questions...",Damsianla,anyone going ippt @ khatib this sat at 0730?  my first ippt after ord... lol think sure die facing the machine,NIL
239,"SAF IPPT, IPT & RT Questions...",JinBaoYing,"if i cannot complete my RTs (left 2 more only) by my coming bdae, can extend ma ah?",NIL
240,"SAF IPPT, IPT & RT Questions...",Calander,"now no longer can be extended as the duration to complete has already been revised to 12 months from 10 or less if I am not wrong.  anyway, if window were to let's say be, 24months per window. Definitely there will still be people asking for extension.","JinBaoYing wrote: if i cannot complete my RTs (left 2 more only) by my coming bdae, can extend ma ah?"
241,"SAF IPPT, IPT & RT Questions...",Pikapok,Hi. If i take my ipt on my first time. It's always come with test right(it stated your 1st and 10th ipt will come with a test) . If i pass the test do i have incentive like normal Ippt?,NIL
242,"SAF IPPT, IPT & RT Questions...",Calander,"yes, u will still get the award with incentives accordingly.  just take note that when u select your session for booking, it does not have the words ""(No Test)"".",Pikapok wrote: Hi. If i take my ipt on my first time. It's always come with test right(it stated your 1st and 10th ipt will come with a test) . If i pass the test do i have incentive like normal Ippt?
243,"SAF IPPT, IPT & RT Questions...",standarture,Does anyone know?,"standarture wrote: Just wondering, if last year I passed my IPPT, can I still take IPT this year? If I cmi IPT this year, can I still clear my obligations for this year?"
244,"SAF IPPT, IPT & RT Questions...",-hollowman-,"I'm guessing by your ""this year"", you meant your new window.  Then, the answer is Yes you may opt for IPT if you have no confidence of passing IPPT. Think of IPT as the alternative to passing your IPPT.  Completing all 10 sessions is akin to fulfilling your IPPT requirement for the window, you do not have to pass the IPPT at the 10th session. Just complete the 10 sessions. If you cannot complete 10 sessions by your window close, you will be subjected to RT in the next window (20 - D rule applies) with no option to choose IPT.",standarture wrote: Does anyone know?
245,"SAF IPPT, IPT & RT Questions...",Parmesean,"Just a quick question, I'm from the SPF, and a friend told me that SAF ippt window is according to the individual's birthdate, and not the Financial Year. Is it really different in the SAF?",NIL
246,"SAF IPPT, IPT & RT Questions...",-hollowman-,"yes, window open/close on our birthday","Parmesean wrote: Just a quick question, I'm from the SPF, and a friend told me that SAF ippt window is according to the individual's birthdate, and not the Financial Year. Is it really different in the SAF?"
247,"SAF IPPT, IPT & RT Questions...",Calander,apparently during NSF is tied to workyear. NSmen is birthday,"Parmesean wrote: Just a quick question, I'm from the SPF, and a friend told me that SAF ippt window is according to the individual's birthdate, and not the Financial Year. Is it really different in the SAF?"
248,"SAF IPPT, IPT & RT Questions...",JulyStork,MR already means no need ippt right? Then if also above 35 years old still need to FFI?,NIL
249,"SAF IPPT, IPT & RT Questions...",s0lidus1980,Now all is machine sensor? Any pictures or video? Sounds scary,NIL
250,"SAF IPPT, IPT & RT Questions...",Calander,"if u MR before your mandatory FFI age, u do not need any more FFI and IPPT",JulyStork wrote: MR already means no need ippt right? Then if also above 35 years old still need to FFI?
251,"SAF IPPT, IPT & RT Questions...",Calander,just go take one IPPT and that will answer all your questions.,s0lidus1980 wrote: Now all is machine sensor? Any pictures or video? Sounds scary
252,"SAF IPPT, IPT & RT Questions...",Supporter,"tink got video de. the machines at the side.  but damn troublesome for those that go there just to fail. the sit up and push up need to lie down there for the full 1 min. unlike last time just do 1 and fk off can le  for 2.4km, one tip for those in the last batch of the day, u can slowly walk. after about 5 rounds (abt 25 min walk), the pti also need to pack up go home so they will ask u to stop and u can save running 1 rd.",s0lidus1980 wrote: Now all is machine sensor? Any pictures or video? Sounds scary
253,"SAF IPPT, IPT & RT Questions...",idjekyll,haha sibei keng master.,"Supporter wrote: tink got video de. the machines at the side.  but damn troublesome for those that go there just to fail. the sit up and push up need to lie down there for the full 1 min. unlike last time just do 1 and fk off can le  for 2.4km, one tip for those in the last batch of the day, u can slowly walk. after about 5 rounds (abt 25 min walk), the pti also need to pack up go home so they will ask u to stop and u can save running 1 rd."
254,"SAF IPPT, IPT & RT Questions...",nwstbz23,"The push-up is also now machine-based which I did my IPPT last weekend. A briefing is provided in the FCC before you start doing your IPPT. Like what Calender, you do one IPPT to find out  Some of the forum members gave good tips on the push-up station and it helps to do proper forms and get each repetition counted (the platform will vibrate when you do it correctly). You can request for a trial bib to test your push-up form before doing the actual test.",s0lidus1980 wrote: Now all is machine sensor? Any pictures or video? Sounds scary
255,"SAF IPPT, IPT & RT Questions...",EatAte,"first time doing ippt after ord, i'll be having my ippt this week at khatib fcc seems like it's raining almost everyday, do we still have to report there if it is raining?",NIL
256,"SAF IPPT, IPT & RT Questions...",numbers,"Does the IPT in the park at Marina Bay Promontory have a secure place to keep personal belongings?  Or do we have to attend without our personal belongings? cos in camp got locker but in park how?  i booked and i will be going after work from my office, so will have wallet and laptop/bag....",NIL
257,"SAF IPPT, IPT & RT Questions...",Juan_Mata,I was abt to ask u this abt the ffi Thks for the answer,"Calander wrote: if u MR before your mandatory FFI age, u do not need any more FFI and IPPT"
258,"SAF IPPT, IPT & RT Questions...",Stoicism,"Need help with some question regarding RT and IPPT pay/reward.  Lets say I fail my IPPT for the current window and I manage to complete my 20 RT, can I retake IPPT for the current window?  Purpose for asking is, I want to get both the RT pay and IPPT reward.",NIL
259,"SAF IPPT, IPT & RT Questions...",idjekyll,If you think it's going to rain then don't go. You have to retake it if your 2.4 is cancelled. Check weather forecast and look to the skies before you commit an hour at camp.,"EatAte wrote: first time doing ippt after ord, i'll be having my ippt this week at khatib fcc seems like it's raining almost everyday, do we still have to report there if it is raining?"
260,"SAF IPPT, IPT & RT Questions...",Calander,"yes. u still have to report.  two scenarios. either mindef will send u sms on the cancellation (very rare) if weather can be foreseen and confirm), or u might be asked to book a separate ippt for 2.4km run only.  the above only applies when there is a very bad weather.  however, if u are taking as a ipt-ippt, 2.4km might be exempted and attendance still taken.","EatAte wrote: first time doing ippt after ord, i'll be having my ippt this week at khatib fcc seems like it's raining almost everyday, do we still have to report there if it is raining?"
261,"SAF IPPT, IPT & RT Questions...",idjekyll,"Nope. Once RT or IPPT (pass) is done, your obligations for that window has been satisfied. Best scenario is to maintain that fitness level and whack ippt once window reopens.","Stoicism wrote: Need help with some question regarding RT and IPPT pay/reward.  Lets say I fail my IPPT for the current window and I manage to complete my 20 RT, can I retake IPPT for the current window?  Purpose for asking is, I want to get both the RT pay and IPPT reward."
262,"SAF IPPT, IPT & RT Questions...",Calander,"after completing your 20 RTs, u can take a non-ICT IPPT within the same window (as u are no longer subjected to RT program). only in-between during your 20 RTs, u cannot book a non-ICT IPPT. Unless, it is an ICT-IPPT as is during your ICT. BUT... all forms of IPPT allowance (1/2 day service pay for attendance) only allows up to 3 sessions. In this case, u would already had 3 sessions of RT-IPPT. what qualifies you for extra money is if u pass your IPPT with incentives or higher, depending on what you got for RT-IPPT.","Stoicism wrote: Need help with some question regarding RT and IPPT pay/reward.  Lets say I fail my IPPT for the current window and I manage to complete my 20 RT, can I retake IPPT for the current window?  Purpose for asking is, I want to get both the RT pay and IPPT reward."
263,"SAF IPPT, IPT & RT Questions...",numbers,"Does the IPT in the park at Marina Bay Promontory have a secure place to keep personal belongings?  Or do we have to attend without our personal belongings? cos in camp got locker but in park how?  i booked and i will be going after work from my office, so will have wallet and laptop/bag....",NIL
264,"SAF IPPT, IPT & RT Questions...",Calander,placed in open area and their will be one instructor looking-after,"numbers wrote: Does the IPT in the park at Marina Bay Promontory have a secure place to keep personal belongings?  Or do we have to attend without our personal belongings? cos in camp got locker but in park how?  i booked and i will be going after work from my office, so will have wallet and laptop/bag...."
265,"SAF IPPT, IPT & RT Questions...",Stoicism,"Answered all my question and even those that I had not considered, thank you for the well-detailed respond. idjekyll wrote: Nope. Once RT or IPPT (pass) is done, your obligations for that window has been satisfied. Best scenario is to maintain that fitness level and whack ippt once window reopens. Yes, but I want to get both IPPT money and RT money, call me cheap but who doesn't wanna get paid to keep fit","Calander wrote: after completing your 20 RTs, u can take a non-ICT IPPT within the same window (as u are no longer subjected to RT program).  only in-between during your 20 RTs, u cannot book a non-ICT IPPT. Unless, it is an ICT-IPPT as is during your ICT.  BUT... all forms of IPPT allowance (1/2 day service pay for attendance) only allows up to 3 sessions. In this case, u would already had 3 sessions of RT-IPPT.  what qualifies you for extra money is if u pass your IPPT with incentives or higher, depending on what you got for RT-IPPT."
266,"SAF IPPT, IPT & RT Questions...",Supporter,"there is a number to call to check cat status. google ""saf weather cat status phone number""  but i dunno what sector number does khatib camp fall under.",idjekyll wrote: If you think it's going to rain then don't go. You have to retake it if your 2.4 is cancelled. Check weather forecast and look to the skies before you commit an hour at camp.
267,"SAF IPPT, IPT & RT Questions...",numbers,"if u just want attendance to be clocked, just go.  if u want to chiong and pass, then check the weather first. if not can go other camp, i know maju is sheltered area for 2.4 so no problem raining or storm also can do","EatAte wrote: first time doing ippt after ord, i'll be having my ippt this week at khatib fcc seems like it's raining almost everyday, do we still have to report there if it is raining?"
268,"SAF IPPT, IPT & RT Questions...",rollbread,Just received a call from mindef saying that my ipt has not complete yet and say that I can take up some program from Health promotion board at area outside of army camp and consider as 1 ipt.  But he didn't explain clearly and just say that I can go to health promotion board website to apply and find out more information.  Anybody know about that? I can't find any info from the website.,NIL
269,"SAF IPPT, IPT & RT Questions...",Kyoji83,https://www.mindef.gov.sg/oms/iminde...l#.WuwQP4iFOM8,rollbread wrote: Just received a call from mindef saying that my ipt has not complete yet and say that I can take up some program from Health promotion board at area outside of army camp and consider as 1 ipt.  But he didn't explain clearly and just say that I can go to health promotion board website to apply and find out more information.  Anybody know about that? I can't find any info from the website.
270,"SAF IPPT, IPT & RT Questions...",MugFree,I ORD-ed in November last year. My birthday is in June. If i take my IPPT in May and in July do I get paid for both?,NIL
271,"SAF IPPT, IPT & RT Questions...",Yukikaze_88,"Incentive, yes, since it's for different windows.  Rank pay I believe will get also.",MugFree wrote: I ORD-ed in November last year. My birthday is in June. If i take my IPPT in May and in July do I get paid for both?
272,"SAF IPPT, IPT & RT Questions...",Calander,yes.........,MugFree wrote: I ORD-ed in November last year. My birthday is in June. If i take my IPPT in May and in July do I get paid for both?
273,"SAF IPPT, IPT & RT Questions...",emorcen,Does anyone happen to know if I can default my last one or two cycles of IPPT/RT/IPT if I'm expected to MR next year? I have never defaulted so it seems like it'd be a safe consideration. Wondering if they will use it as reason to not MR personnel haha,NIL
274,"SAF IPPT, IPT & RT Questions...",RaNDi8,"Hi guys, I will be doing my last cycle ict end of may month and coming mid of june will be my new ippt window period. Do i still need to do ippt since i already completed my ict?",NIL
275,"SAF IPPT, IPT & RT Questions...",numbers,"wah shiok, got ROD cert and watch liao ah?","RaNDi8 wrote: Hi guys, I will be doing my last cycle ict end of may month and coming mid of june will be my new ippt window period. Do i still need to do ippt since i already completed my ict?"
276,"SAF IPPT, IPT & RT Questions...",RaNDi8,Nope not yet... Just want to check in advance... Skali they fault me for not doing ippt etc all that... Mindef a lot of stun one -_- ... I don't own them they don't own me.,"numbers wrote: wah shiok, got ROD cert and watch liao ah?"
277,"SAF IPPT, IPT & RT Questions...",Calander,"by right yes.  As your final in-camp is end-May 2018, your expected IPPT window will be valid until end-Mar 2019 (according to fiscal year). Unless, your MR ceremony is on Apr 2019 or after.","RaNDi8 wrote: Hi guys, I will be doing my last cycle ict end of may month and coming mid of june will be my new ippt window period. Do i still need to do ippt since i already completed my ict?"
278,"SAF IPPT, IPT & RT Questions...",taker42,I signed up for the E1PEP ipt before I know need to pay for the gym fees. Anyone know how to withdraw from this scheme ah?,NIL
279,"SAF IPPT, IPT & RT Questions...",scholar88,Do anyone knows if Kranji FCC also used the automated machine for the Push-Up station? (Just like Khatib and Maju FCC?),NIL
280,"SAF IPPT, IPT & RT Questions...",SyraLeo,"Anyone went to khatib fcc recently? Is there still an orange tag for games?  I'm also due for my HSP since i'll be 35 soon but still no SAF100 issued for it, anyone know where to get the SAF100 for it?",NIL
281,"SAF IPPT, IPT & RT Questions...",Calander,"orange tag yes. maybe u have yet to receive SAF100 only. otherwise, contact your unit via NS Hotline to enquire.","SyraLeo wrote: Anyone went to khatib fcc recently? Is there still an orange tag for games?  I'm also due for my HSP since i'll be 35 soon but still no SAF100 issued for it, anyone know where to get the SAF100 for it?"
282,"SAF IPPT, IPT & RT Questions...",taker42,Yes just went there 2 weeks ago for Ippt.  Both sit up and push up use machine,scholar88 wrote: Do anyone knows if Kranji FCC also used the automated machine for the Push-Up station? (Just like Khatib and Maju FCC?)
283,"SAF IPPT, IPT & RT Questions...",scholar88,How is the 2.4km route like for Kranji Camp? Do you run 6 rounds stadium running track like Khatib Camp?,taker42 wrote: Yes just went there 2 weeks ago for Ippt.  Both sit up and push up use machine
284,"SAF IPPT, IPT & RT Questions...",taker42,"2.4 is indoor, the large vehicle carpark. Basically a rectangle, except for one corner that sticks out.",scholar88 wrote: How is the 2.4km route like for Kranji Camp?  Do you run 6 rounds stadium running track like Khatib Camp?
285,"SAF IPPT, IPT & RT Questions...",scholar88,How many rounds do you run around the carpark?,"taker42 wrote: 2.4 is indoor, the large vehicle carpark. Basically a rectangle, except for one corner that sticks out."
286,"SAF IPPT, IPT & RT Questions...",numbers,does anyone know where is the IPT conducting area for the Marina Bay Promontory?  My first time going later this evening but not sure where to meet later for the IPT. Promontory quite big and crowded,NIL
287,"SAF IPPT, IPT & RT Questions...",taker42,6 rounds. The straights are supposedly longer.,scholar88 wrote: How many rounds do you run around the carpark?
288,"SAF IPPT, IPT & RT Questions...",Calander,"Marina City Gallery @ Marina Bay https://www.ns.sg/web/wcm/connect/ns...y-city-gallery honestly speaking, there isn't easily avail info on the location of IPT-in-the-park. feedback to NS portal is necessary.",numbers wrote: does anyone know where is the IPT conducting area for the Marina Bay Promontory?  My first time going later this evening but not sure where to meet later for the IPT. Promontory quite big and crowded
289,"SAF IPPT, IPT & RT Questions...",numbers,"Thanks! yea more info should be provided in SMS reminders....will feedback to NS portal too. Plus, when booking it states Promontory.... city gallery and promontory is 2 different places lor","Calander wrote: Marina City Gallery @ Marina Bay https://www.ns.sg/web/wcm/connect/ns...y-city-gallery  honestly speaking, there isn't easily avail info on the location of IPT-in-the-park. feedback to NS portal is necessary."
290,"SAF IPPT, IPT & RT Questions...",Calander,still walking distance between the two though. Just need someone to confirm on the exact location.,"numbers wrote: Thanks!  yea more info should be provided in SMS reminders....will feedback to NS portal too.  Plus, when booking it states Promontory....  city gallery and promontory is 2 different places lor"
291,"SAF IPPT, IPT & RT Questions...",leroylim92,"Hi guys. If I were to book ipt training but on that day unable to make it,is there a maximum session I can miss?",NIL
292,"SAF IPPT, IPT & RT Questions...",Calander,no issues at all. and there is no limit how many you can miss.,"leroylim92 wrote: Hi guys. If I were to book ipt training but on that day unable to make it,is there a maximum session I can miss?"
293,"SAF IPPT, IPT & RT Questions...",Nigel Tan,,"SyraLeo wrote: Anyone went to khatib fcc recently? Is there still an orange tag for games?  I'm also due for my HSP since i'll be 35 soon but still no SAF100 issued for it, anyone know where to get the SAF100 for it?"
294,"SAF IPPT, IPT & RT Questions...",Wryer,Anyone know typically what time does the IPT end for the Tues/Thurs 1230pm sessions in Bedok and Khatib?,NIL
295,"SAF IPPT, IPT & RT Questions...",Calander,"all FCCs are the same.. roughly about 60mins in total (15mins of in-pro + 45 exercise & out-pro). Therefore, by 1:30pm you should be off.",Wryer wrote: Anyone know typically what time does the IPT end for the Tues/Thurs 1230pm sessions in Bedok and Khatib?
296,"SAF IPPT, IPT & RT Questions...",shanrui_91,Yes for both 1 and 3,"KWSW wrote: Hi all got some questions on IPPT, IPT & RT.  1. Does taking my IPPT during my ICT count as having taken my IPPT(pass or fail) if it is during my IPPT window period?  2. I heard from my friend who is studying in NUS that becos he is in an IHL, he is excused from RT. Does it count for me since I am studying full time at SIM now?  3. If the answer to qn 1 is yes and I failed the ICT IPPT, can I just go ahead and book IPT before my window closes to be safe from the RT sessions?  Thanks for the answering. Will try again to look through ns.sg to find the answers although the last time I couldnt get any..."
297,"SAF IPPT, IPT & RT Questions...",Jajabi,"If I passed my ippt just before my birthday, can I immediately take my ippt after my new window open or is there a cooldown period?",NIL
298,"SAF IPPT, IPT & RT Questions...",Calander,u can go ahead and take.,"Jajabi wrote: If I passed my ippt just before my birthday, can I immediately take my ippt after my new window open or is there a cooldown period?"
299,"SAF IPPT, IPT & RT Questions...",Nickttmseller,Am I able to amend my IPPT test date to the upcoming day (24 May) afternoon session? Will the attendance be updated?,NIL
300,"SAF IPPT, IPT & RT Questions...",Calander,i do not think afternoon session has IPPT test.,Nickttmseller wrote: Am I able to amend my IPPT test date to the upcoming day (24 May) afternoon session? Will the attendance be updated?
301,"SAF IPPT, IPT & RT Questions...",Nickttmseller," I updated around 11pm last night, will the attendance list he updated? ",Calander wrote: i do not think afternoon session has IPPT test.
302,"SAF IPPT, IPT & RT Questions...",Pikapok,Ya. If your nsportal say updated mean updated.,"Nickttmseller wrote: As in Maju Camp, 5pm slot.  I updated around 11pm last night, will the attendance list he updated?"
303,"SAF IPPT, IPT & RT Questions...",Nickttmseller,,Pikapok wrote: Ya. If your nsportal say updated mean updated.
304,"SAF IPPT, IPT & RT Questions...",Pikapok,Come in at Saturday 12am.,"ZeusLightningGod wrote: I took and pass my ippt last friday. Pass with incentive. Up till today, i have not yet received any message of money coming in. Who to call?"
305,"SAF IPPT, IPT & RT Questions...",Calander,"14 days. u rushing to use that incentive for lottery?  and do not even need to worry. Mindef will not ""eat"" that incentive or allowance. And u will be receiving an SMS to inform u on the payment.","ZeusLightningGod wrote: I took and pass my ippt last friday. Pass with incentive. Up till today, i have not yet received any message of money coming in. Who to call?"
306,"SAF IPPT, IPT & RT Questions...",GGGGGG,"I took my IPPT at kranji camp, the new machine systems they implement is really a pain in the ass. Any movements not following the right posture immediately not counted. Lol. My window is closing, anyone know if Maju camp is using manual or machine?",NIL
307,"SAF IPPT, IPT & RT Questions...",TerryMcginnis,"Guys,  On the NS portal, I received a notification informing me about the chances of getting charged IF I fail to complete my RT's before 2nd of June next upcoming week. So I was thinking to myself, will I still be considered liable if I took the the Ippt-test ON THAT DAY itself AND passed?   Anyone?",NIL
308,"SAF IPPT, IPT & RT Questions...",lincompoop,"  Just took at maju camp, got fked by machine too, more than half of my push up not counted although im certain my posture should have counted for most of them.","GGGGGG wrote: I took my IPPT at kranji camp, the new machine systems they implement is really a pain in the ass. Any movements not following the right posture immediately not counted. Lol. My window is closing, anyone know if Maju camp is using manual or machine?"
309,"SAF IPPT, IPT & RT Questions...",avi6274,"For IPPT after ORD, do I have to do all 3 stations or can I choose not to do the 2.4 run if I know I cannot pass it based on the static station results?  I went for RT last year and they made us do all the stations (including 2.4 run) for the first attempt but maybe non-RT IPPT is different.",NIL
310,"SAF IPPT, IPT & RT Questions...",potNPan,Maju is machine. Had to use three attempts for the push up station.  STRAIGHTEN BACK STRAIGHTEN BACK STRAIGHTEN BACK LOWER BODY LOWER BODY STRAIGHTEN BACK,"GGGGGG wrote: I took my IPPT at kranji camp, the new machine systems they implement is really a pain in the ass. Any movements not following the right posture immediately not counted. Lol. My window is closing, anyone know if Maju camp is using manual or machine?"
311,"SAF IPPT, IPT & RT Questions...",GGGGGG,How about Safra jurong? Any idea also implemented? Sian,NIL
312,"SAF IPPT, IPT & RT Questions...",numbers,u have to do all stations to get the attendance even if u know u sure fail. u just can walk the 2.4....most of us who fail also walk...,"avi6274 wrote: For IPPT after ORD, do I have to do all 3 stations or can I choose not to do the 2.4 run if I know I cannot pass it based on the static station results?  I went for RT last year and they made us do all the stations (including 2.4 run) for the first attempt but maybe non-RT IPPT is different."
313,"SAF IPPT, IPT & RT Questions...",Konnichiwa,Mind sharing what kind of activity or exercise you do at IPT session?,NIL
314,"SAF IPPT, IPT & RT Questions...",Yukikaze_88,"For IPTs inside the FCCs (army camps), it's the same as RT.  You choose what colour tag you want, and do the corresponding exercises the PTI tells you to.  Red: Cardio (Running + a bit of static for upper body/core/lower body strength) Yellow: Static exercises (for overall strength conditioning) Blue: Fitness challenge (circuit training, IMO it's xiong Yellow) Orange: Games (Soccer, etc etc) Green: For obese personnel. More of a weight-loss thing if I understand it correctly.",Konnichiwa wrote: Mind sharing what kind of activity or exercise you do at IPT session?
315,"SAF IPPT, IPT & RT Questions...",Calander,"as long u managed to pass your RT-IPPT (only if you are under RT), or an ICT-IPPT, you will be considered as ""cleared"" your window and no charges will be filed against you.","TerryMcginnis wrote: Guys,  On the NS portal, I received a notification informing me about the chances of getting charged IF I fail to complete my RT's before 2nd of June next upcoming week. So I was thinking to myself, will I still be considered liable if I took the the Ippt-test ON THAT DAY itself AND passed?   Anyone?"
316,"SAF IPPT, IPT & RT Questions...",foo9883,"If I completed my IPT cycle for this window already, and still book IPT will I get paid? XD",NIL
317,"SAF IPPT, IPT & RT Questions...",Fattyboiboi,Last day of taking my ippt today. Window close tmr.  Usually I do during Ict but the past yr no Ict so now got to go maju do it myself. I just found out now push up is use machine. Is it really so strict that alot of ppl fail?  Push up is my weakness sia.,NIL
318,"SAF IPPT, IPT & RT Questions...",Fattyboiboi,Just finish Ict. The push up machine is really strict.  Does anyone know if Ict-ippt is using the push up machine too?,NIL
319,"SAF IPPT, IPT & RT Questions...",xcloudz,"I think for ICT IPPT, it depends on the unit. My unit uses manual counting previously....  I also got screwed by the push up machine. Anyone knows if they use the machines over at SAFRA IPPT?",NIL
320,"SAF IPPT, IPT & RT Questions...",RocketBunny,Jurong safra ippt manual sit-up and push up. Last went was in Feb,NIL
321,"SAF IPPT, IPT & RT Questions...",Fattyboiboi,,RocketBunny wrote: Jurong safra ippt manual sit-up and push up. Last went was in Feb
322,"SAF IPPT, IPT & RT Questions...",idrinkmilkmilk,do i have to report to the fcc if im not feeling well for ippt or will it consider as a fail or a chargeable offence if i dont attend at all?,NIL
323,"SAF IPPT, IPT & RT Questions...",reanimator,,idrinkmilkmilk wrote: do i have to report to the fcc if im not feeling well for ippt or will it consider as a fail or a chargeable offence if i dont attend at all?
324,"SAF IPPT, IPT & RT Questions...",jaydxn1,"currently on my last week of BMT, my company has finished 16km route march and i’ve not done 12km yet due to sick leaves and falling out. they will be doing 24km this week and i will probably be doing 12km. will there be RT for route march? like during block leave or in unit life (in mono intake)",NIL
325,"SAF IPPT, IPT & RT Questions...",Calander,there can be a deployment of u doing the 12km with other companies if there is available and upon approval. And RT for route march is quite rare due to the amount of resources require.,"jaydxn1 wrote: currently on my last week of BMT, my company has finished 16km route march and i’ve not done 12km yet due to sick leaves and falling out. they will be doing 24km this week and i will probably be doing 12km. will there be RT for route march? like during block leave or in unit life (in mono intake)"
326,"SAF IPPT, IPT & RT Questions...",helloworld321,A question. E1-PEP payment Is for 10 session or for a year. There’s no way I can reach ipt on a freaking 7pm. I need to work man.  Also do IPT 10 Times can liAo right. Don’t need to pass.,NIL
327,"SAF IPPT, IPT & RT Questions...",twentytwoeighty,"This thread for people already ORDed, wake up idea leh",helloworld321 wrote: A question. E1-PEP payment Is for 10 session or for a year. There’s no way I can reach ipt on a freaking 7pm. I need to work man.  Also do IPT 10 Times can liAo right. Don’t need to pass.
328,"SAF IPPT, IPT & RT Questions...",helloworld321,I asking about IPT and E1-PEP... I ord long ago zzz. I said I working. You wake up your idea lei.,"twentytwoeighty wrote: This thread for people already ORDed, wake up idea leh"
329,"SAF IPPT, IPT & RT Questions...",twentytwoeighty,"Sorry quote wrong guy, should have been the route march guy  BTW my time in 2008 24km route march not a requirement to pass out BMT, only range, grenade and field camp needed, but dunno about now since SAF change pattern more than badminton every time",helloworld321 wrote: I asking about IPT and E1-PEP... I ord long ago zzz. I said I working. You wake up your idea lei.
330,"SAF IPPT, IPT & RT Questions...",pywr17,"Anyone has any idea if you passed a non ict ippt and subsequently you failed your ict ippt during the same window, is it sill considered a pass for that window?",NIL
331,"SAF IPPT, IPT & RT Questions...",macpork,just took my IPPT today at Bedok FCC. majorly screwed by the machine. lol only 12 push ups counted.. past 3 years all do 30+,NIL
332,"SAF IPPT, IPT & RT Questions...",Pikapok,I think must 100% standard push up,macpork wrote: just took my IPPT today at Bedok FCC. majorly screwed by the machine. lol only 12 push ups counted.. past 3 years all do 30+
333,"SAF IPPT, IPT & RT Questions...",frostiee,"Not true. Please do a half rep/half f*ck rep and reap the benefit after ward. Please do not do full rep, or else you will suffer all the way.  The new machine sucks and people who slack/do half **** will easily make 60 reps. Tips from the tester...  The previous setup using another person's fist as standard is so much better.",Pikapok wrote: I think must 100% standard push up
334,"SAF IPPT, IPT & RT Questions...",kaisoz,"Never hear this type of case before.  Anyway you should log into NS Portal and check. By right, the moment you passed the non-ICT IPPT, the system should have already logged in that pass. So if you fail IPPT during ICT, even if in the same window, also should be considered pass liao.","pywr17 wrote: Anyone has any idea if you passed a non ict ippt and subsequently you failed your ict ippt during the same window, is it sill considered a pass for that window?"
335,"SAF IPPT, IPT & RT Questions...",kaisoz,"frostiee wrote: Not true. Please do a half rep/half f*ck rep and reap the benefit after ward. Please do not do full rep, or else you will suffer all the way.  The new machine sucks and people who slack/do half **** will easily make 60 reps. Tips from the tester...  The previous setup using another person's fist as standard is so much better. Yeah, agree that the machine a bit weird weird. I see some people the butt never move, just the upper body, and go down also like half f*ck, still counted.",Pikapok wrote: I think must 100% standard push up
336,"SAF IPPT, IPT & RT Questions...",kaisoz,"Just wanna ask, those borderline people who manage to pass during RT or IPT, after passing in current window, do you all actually just book IPT voluntarily to maintain so that can pass when next window opens? Or do you all do own training then try to pass when next window opens?  Cos I just managed to clear recent RT-IPPT. First time in many many years liao . But I know if I try to do own training outside, sure slack and eventually never do.  My next window and last ICT (can finally say MR loh! soon ) coming up in 2 months. If I book IPT sessions now, at least got people to train me and got people to train together with, not so sian.  Go IPT, got NS pay also right like RT? I know RT still got NS pay, can cover public transport fees, unless driving, then only subsidize the car fuel a bit niah.",NIL
337,"SAF IPPT, IPT & RT Questions...",-hollowman-,"yes, i use IPT to force myself to work out, and also clear the liability at the same time. i'm a lazy person, and got charged many times already, so better be smart about this. 10 IPT is better than 20 RT if i default. i schedule IPT towards the end of my window and i do put in effort in the sessions. so if i pass the IPPT at the last session, i know i can repeat it when my new window opens shortly. i just have to maintain. also 3-station IPPT is much easier to train.","kaisoz wrote: Just wanna ask, those borderline people who manage to pass during RT or IPT, after passing in current window, do you all actually just book IPT voluntarily to maintain so that can pass when next window opens? Or do you all do own training then try to pass when next window opens?  Cos I just managed to clear recent RT-IPPT. First time in many many years liao . But I know if I try to do own training outside, sure slack and eventually never do.  My next window and last ICT (can finally say MR loh! soon ) coming up in 2 months. If I book IPT sessions now, at least got people to train me and got people to train together with, not so sian.  Go IPT, got NS pay also right like RT? I know RT still got NS pay, can cover public transport fees, unless driving, then only subsidize the car fuel a bit niah."
