,post_title,post_username,post,reply to
878,"SAF IPPT, IPT & RT Questions...",strezzor,"Sure that would be ideal, if not for the fact that the system does not allow me to do so. I defaulted last window.",sky_hawk wrote: Perhaps you may want to consider booking an IPPT on your own.
879,"SAF IPPT, IPT & RT Questions...",Bus555,Hi checking if let say if ytd i last min book for tdy's ipt and didnt received any sms. Still able to attend? Thanks  Sent from Your Nightmare using GAGT,NIL
880,"SAF IPPT, IPT & RT Questions...",Calander,yes.. as long as u managed to make a booking. do save a screenshot of your booking to show your booking at the guardroom.,Bus555 wrote: Hi checking if let say if ytd i last min book for tdy's ipt and didnt received any sms. Still able to attend? Thanks  Sent from Your Nightmare using GAGT
881,"SAF IPPT, IPT & RT Questions...",Bus555,Ok thanks  Sent from Your Nightmare using GAGT,NIL
882,"SAF IPPT, IPT & RT Questions...",matey1982,how was your ippt session,Bus555 wrote: Ok thanks  Sent from Your Nightmare using GAGT
883,"SAF IPPT, IPT & RT Questions...",Mana,"Hi all, If i missed the booked 8am IPT at Maju on a sunday morning, can i attend the 4pm session without booking it?",NIL
884,"SAF IPPT, IPT & RT Questions...",alexsoon1984,Anyone have any info if the IPT training lessons is still on? I heard from my friend that all IPT IPPT RT training from now till 07-NOV-2018 will be cancelled due to that Bionix incident. He attended IPT training at Bedok camp this morning and was told so. Just to clarify.,NIL
885,"SAF IPPT, IPT & RT Questions...",ontodhcp,"Just finish the IPT session at Punggol park. IPT is still on, attendance is counted, just that training is cancelled. They just do some warm up, then the trainer will give a 15 mins fitness talk.",alexsoon1984 wrote: Anyone have any info if the IPT training lessons is still on? I heard from my friend that all IPT IPPT RT training from now till 07-NOV-2018 will be cancelled due to that Bionix incident. He attended IPT training at Bedok camp this morning and was told so. Just to clarify.
886,"SAF IPPT, IPT & RT Questions...",Pikapok,Obviously NO lol,"Mana wrote: Hi all, If i missed the booked 8am IPT at Maju on a sunday morning, can i attend the 4pm session without booking it?"
887,"SAF IPPT, IPT & RT Questions...",reddevil0728,Why you never ask your friend?,alexsoon1984 wrote: Anyone have any info if the IPT training lessons is still on? I heard from my friend that all IPT IPPT RT training from now till 07-NOV-2018 will be cancelled due to that Bionix incident. He attended IPT training at Bedok camp this morning and was told so. Just to clarify.
888,"SAF IPPT, IPT & RT Questions...",matey1982,Buey sai gatecrash one,"Mana wrote: Hi all, If i missed the booked 8am IPT at Maju on a sunday morning, can i attend the 4pm session without booking it?"
889,"SAF IPPT, IPT & RT Questions...",Chao_Ah_Tiong,My NS officer sent us a message that until 7 Nov all IPPT will be cancelled and the FCCs will send a message or call those affected. For those who can't clear their IPPT on time due to this they will be given extension to clear their IPPT.  For IPT/RT it is still on.,alexsoon1984 wrote: Anyone have any info if the IPT training lessons is still on? I heard from my friend that all IPT IPPT RT training from now till 07-NOV-2018 will be cancelled due to that Bionix incident. He attended IPT training at Bedok camp this morning and was told so. Just to clarify.
890,"SAF IPPT, IPT & RT Questions...",alexsoon1984,"Ok, like this means for IPT and RT that falls on or before 07-NOV-2018, still have to book in clock attendance. Do warm up, listen to some fitness talk then can book out.  If IPPT falls on or before 07-NOV-2018, then have to re-book IPPT lesson.",NIL
891,"SAF IPPT, IPT & RT Questions...",jamescy90,"Can, they will need to clear with the oic encik first. Mine allowed me to take IPPT on my 2nd RT session, heng i passed. hahaha did mine at bedok FCC","strezzor wrote: Hi all. My RT window closes in 2 weeks’ time. Due to work commitments and injury (got a 3 months excuse from IPPT/IPT/RT during my ICT in June), I have only completed 1 RT session. I have 2 RT sessions for the next 2 weekends before my window closes.  My question is has anyone successfully requested from PTI to let you take IPPT before the 8th session of RT?"
892,"SAF IPPT, IPT & RT Questions...",kurt111494,"If let's say I book a non-ICT IPPT session at one of the FCC, but didn't turn up for it. Will there be any penalty?",NIL
893,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,"Nope , none.  Sent from little piano world using GAGT","kurt111494 wrote: If let's say I book a non-ICT IPPT session at one of the FCC, but didn't turn up for it. Will there be any penalty?"
894,"SAF IPPT, IPT & RT Questions...",LouisSaha,"Guys how to check my ICT attendance?   This image has been resized.Click to view original image   Nth leh..  I search NS booklet, logged in, this is what it says.  I googled, ppl say got left tab beside ur name to let u check ur ICT attendance?  I think i'm on my tenth year liao. But havent receive any MR letter, so wanna check.",NIL
895,"SAF IPPT, IPT & RT Questions...",cloudy18,"Hi all If my RT-ippt session was cancelled yesterday due to the safety timeout, will ns portal update the rt-ippt session as cancelled or there will be no update?",NIL
896,"SAF IPPT, IPT & RT Questions...",kurt111494,This ELISS 3.0 really no joke. Luckily I managed to borderline clear...,NIL
897,"SAF IPPT, IPT & RT Questions...",leungchunghong,"Is it correct to say that if I passed the IPPT on my 8th ICT, that means just attempted once IPPT during the 9th and no need RT for the 10th ICT, provided unit recalled me every year and I have MRed during the 10th before my windows close?",NIL
898,"SAF IPPT, IPT & RT Questions...",matey1982,"u attempt and assuming pass in year 9 no issue going into last ict i.e. year 10 year 10 technically u still have to do your last ict and accompanying obligations i.e. ippt before you officially attain MR status effective 1 april the following year.  when's your hatchday effective MR is 1 April so even if your unit's last ict is during this FY 2018, this will leave you a few months before officially start fy 2019 for e.g.","leungchunghong wrote: Is it correct to say that if I passed the IPPT on my 8th ICT, that means just attempted once IPPT during the 9th and no need RT for the 10th ICT, provided unit recalled me every year and I have MRed during the 10th before my windows close?"
899,"SAF IPPT, IPT & RT Questions...",matey1982,"push up is machine count besides tt, u mean they intro more machine-tracking element",kurt111494 wrote: This ELISS 3.0 really no joke. Luckily I managed to borderline clear...
900,"SAF IPPT, IPT & RT Questions...",kurt111494,I'm not exactly sure but there are certain times when my pushups or situps are not counted at all. The machine just remains silent or gives a beep.,"matey1982 wrote: push up is machine count besides tt, u mean they intro more machine-tracking element"
901,"SAF IPPT, IPT & RT Questions...",-hollowman-,"MR status is effective the following 1 Apr after your 10th ICT. If you birthday falls before 1 Apr, there is a chance the IPPT window that coincides with your 10th ICT closes before you officially MR, hence resulting in a defaulter case because you attended 0 RT session.  Even if from the time your window closes till you receiving the Charge letter, you had MR'ed in between i'm not sure if SAF will consider it a valid reason and let you off.  It's a bit risky.","leungchunghong wrote: Is it correct to say that if I passed the IPPT on my 8th ICT, that means just attempted once IPPT during the 9th and no need RT for the 10th ICT, provided unit recalled me every year and I have MRed during the 10th before my windows close?"
902,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,Quick question.  I defaulted last window. So current window I've cleared all 20 RT sessions with 2x ippt attempted.  My window closes June 2019.  Does this mean I've completed my obligations for this period? When my window opens next year I can take 10x IPT and be done?,NIL
903,"SAF IPPT, IPT & RT Questions...",matey1982,"yr default window in question is it for June 2017 to June 2018? assuming you clear your stuaff via the package u have mention, it only mean u clear what u ortang for 2017/2018 what abt June 2018 to June 2019? u have done any ippt/RT/IPT?",crumpler ish jin expensiv wrote: Quick question.  I defaulted last window. So current window I've cleared all 20 RT sessions with 2x ippt attempted.  My window closes June 2019.  Does this mean I've completed my obligations for this period? When my window opens next year I can take 10x IPT and be done?
904,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,This image has been resized.Click to view original image Looks like this now.. So I wait till next yr liao?,"matey1982 wrote: yr default window in question is it for June 2017 to June 2018? assuming you clear your stuaff via the package u have mention, it only mean u clear what u ortang for 2017/2018  what abt June 2018 to June 2019? u have done any ippt/RT/IPT?"
905,"SAF IPPT, IPT & RT Questions...",Calander,simply the answer is yes,crumpler ish jin expensiv wrote: This image has been resized.Click to view original image   Looks like this now.. So I wait till next yr liao?
906,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,Ok. So if I book 10x IPT for now? I clear the 2018/1019 requirements?,Calander wrote: simply the answer is yes
907,"SAF IPPT, IPT & RT Questions...",Calander,what are u even talking about? U can only book IPT after 29 Jun 2019.  u have already cleared 2018/2019.,crumpler ish jin expensiv wrote: Ok. So if I book 10x IPT for now? I clear the 2018/1019 requirements?
908,"SAF IPPT, IPT & RT Questions...",crumpler ish jin expensiv,Oh.. Okay. I'm able to book IPT thru the NS portal. So I don't have to go for that?,Calander wrote: what are u even talking about? U can only book IPT after 29 Jun 2019.  u have already cleared 2018/2019.
909,"SAF IPPT, IPT & RT Questions...",RocketBunny,Wait next window lol,NIL
910,"SAF IPPT, IPT & RT Questions...",Calander,"as per your screenshot indicated, ""your next IPPT window will open on 29 June 2019"". conditions to clear a IPPT window - 1) pass IPPT; 2) satisfy your PPT (depending on the level you are at); 3) completed IPT; 4) completed RT. for yours is condition (4). Nevertheless, you are still welcomed and it is OPTIONAL to go for any IPT upon your RT completion. You can still receive 1/2 service pay allownace for the IPT you attended and to continue exercise. As to answer your question directly, you do not need to go for anymore IPT.",crumpler ish jin expensiv wrote: Oh.. Okay. I'm able to book IPT thru the NS portal.  So I don't have to go for that?
911,"SAF IPPT, IPT & RT Questions...",chopra,"for weekday ippt, do we need to book in by 5pm? need to work. anyone tried to book in around 615pm?",NIL
912,"SAF IPPT, IPT & RT Questions...",wilflare,"same question here.  I booked mine as RT-IPPT (and strangely, I have 19 sessions instead of 20 - not sure why)","chopra wrote: for weekday ippt, do we need to book in by 5pm? need to work. anyone tried to book in around 615pm?"
913,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,"If you attempted IPPT in last window , then it'll be 20 - 1 so 19. Sent from little piano world using GAGT","wilflare wrote: same question here.  I booked mine as RT-IPPT (and strangely, I have 19 sessions instead of 20 - not sure why)"
914,"SAF IPPT, IPT & RT Questions...",wilflare,thanks! I booked for my RT (which is supposed to be IPPT) at 6PM just now. is there a need to arrive like at 5PM? I've seen people take IPPT really early,"MeowEatsFish wrote: If you attempted IPPT in last window , then it'll be 20 - 1 so 19.  Sent from little piano world using GAGT"
915,"SAF IPPT, IPT & RT Questions...",Calander,"see the link below on all the schedule. https://www.ns.sg/web/portal/nsmen/h...cs/ippt-ipt-rt  5pm is only for IPPT. Whereas for IPT and RT, is either 6pm or 7pm (evening slots).  Whichever session u booked, the counter only opens for that particular session 15mins before the session time.",wilflare wrote: thanks! I booked for my RT (which is supposed to be IPPT) at 6PM just now. is there a need to arrive like at 5PM? I've seen people take IPPT really early
916,"SAF IPPT, IPT & RT Questions...",Apple Jack,Raining RT still on anot? Go there mark attendance sit there?,NIL
917,"SAF IPPT, IPT & RT Questions...",RocketBunny,Got gym and shelter means rain still can do lol,Apple Jack wrote: Raining RT still on anot? Go there mark attendance sit there?
918,"SAF IPPT, IPT & RT Questions...",Calander,still can have indoor activities. Mindef will send u an SMS should the session be cancelled.,Apple Jack wrote: Raining RT still on anot? Go there mark attendance sit there?
919,"SAF IPPT, IPT & RT Questions...",RocketBunny,I'm at 13/17 now  So 14th is RT-IPPT. And 17th is RT-IPPT.  Correct ma? Haha,NIL
920,"SAF IPPT, IPT & RT Questions...",Calander,should be correct.,RocketBunny wrote: I'm at 13/17 now  So 14th is RT-IPPT. And 17th is RT-IPPT.  Correct ma? Haha
921,"SAF IPPT, IPT & RT Questions...",proteinboy1488,"Just did my 8th IPPT-RT today (Tuesday) but failed.  Say i book another RT on Thursday, can i request to retake IPPT again?  Reason is because my window for this year closes this Friday, and I defaulted last year.  Need some insight on this, thanks guys.",NIL
922,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,"No. Its only on 8th and 14th session. So , likely RT defaulter since can't complete all sessions of RT. Sent from little piano world using GAGT","proteinboy1488 wrote: Just did my 8th IPPT-RT today (Tuesday) but failed.  Say i book another RT on Thursday, can i request to retake IPPT again?  Reason is because my window for this year closes this Friday, and I defaulted last year.  Need some insight on this, thanks guys."
923,"SAF IPPT, IPT & RT Questions...",proteinboy1488,"Could i possibly ask them to give me another shot? Also, are the penalties for defaulting IPPT and RT the same?","MeowEatsFish wrote: No. Its only on 8th and 14th session.  So , likely RT defaulter since can't complete all sessions of RT.  Sent from little piano world using GAGT"
924,"SAF IPPT, IPT & RT Questions...",Calander,"As extracted from https://www.ns.sg/web/portal/nsmen/h...idelines-rt/RT ""Tip: If you would like to take your RT or IPPT before the scheduled IPPT session, e.g. your 8th session, please approach the Officer-in-Charge at the Fitness Conditioning Centre (FCC) during your RT for advice."" However, u can try by asking the in-pro counter during your RT on the day of your session. But you will need to be attending the session that has IPPT being conducted.","proteinboy1488 wrote: Could i possibly ask them to give me another shot?  Also, are the penalties for defaulting IPPT and RT the same?"
925,"SAF IPPT, IPT & RT Questions...",RocketBunny,Normally take how long to update in system?  I was at 13/17  Went Rt-ippt yesterday.  Today still 13/17 hmm.,NIL
926,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,Within 4 working days. Sent from little piano world using GAGT,RocketBunny wrote: Normally take how long to update in system?  I was at 13/17  Went Rt-ippt yesterday.  Today still 13/17 hmm.
927,"SAF IPPT, IPT & RT Questions...",RocketBunny,Ok xiexie.,MeowEatsFish wrote: Within 4 working days.  Sent from little piano world using GAGT
928,"SAF IPPT, IPT & RT Questions...",wilflare,hmm for 5PM IPPT is it possible to take at a later wave like 6PM?,NIL
929,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,"Hmm , what happens if RT window closes but u can only do 17/18 sessions?  Sent from little piano world using GAGT",NIL
930,"SAF IPPT, IPT & RT Questions...",Calander,"your unit will inform u that u failed to clear your window, and your next RT shall consist of how many sessions. Only if you are a repeated offender, you may be called to report to camp.","MeowEatsFish wrote: Hmm , what happens if RT window closes but u can only do 17/18 sessions?  Sent from little piano world using GAGT"
931,"SAF IPPT, IPT & RT Questions...",wilflare,any idea on this? I've checked the website. they say IPPT open from 5PM to 9PM but.. lol,wilflare wrote: hmm for 5PM IPPT is it possible to take at a later wave like 6PM?
932,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,That's puzzling. What about RT defaulter charge?  Sent from little piano world using GAGT,"Calander wrote: your unit will inform u that u failed to clear your window, and your next RT shall consist of how many sessions. Only if you are a repeated offender, you may be called to report to camp."
933,"SAF IPPT, IPT & RT Questions...",Calander,how is it puzzling? 1st time could be warning. 2nd time fine 3rd or more fine or DB,MeowEatsFish wrote: That's puzzling. What about RT defaulter charge?  Sent from little piano world using GAGT
934,"SAF IPPT, IPT & RT Questions...",MeowEatsFish,Ah ok. Explains now. Sent from little piano world using GAGT,Calander wrote: how is it puzzling?  1st time could be warning. 2nd time fine 3rd or more fine or DB
935,"SAF IPPT, IPT & RT Questions...",Bus555,If tdy ipt at 1630hr but cause got smth on last min and can only attend 1730hr one but ns portal is down which cannot be amend means cannot change liao?  Sent from Your Nightmare using GAGT,NIL
936,"SAF IPPT, IPT & RT Questions...",Calander,u can still go. FCC will make the amendments for u. As long it is not a different camp then is alright,Bus555 wrote: If tdy ipt at 1630hr but cause got smth on last min and can only attend 1730hr one but ns portal is down which cannot be amend means cannot change liao?  Sent from Your Nightmare using GAGT
937,"SAF IPPT, IPT & RT Questions...",Bus555,Ok thanks  Sent from Your Nightmare using GAGT,NIL
938,"SAF IPPT, IPT & RT Questions...",lincompoop,"Hi, i tried 3 ippt attempts and failed all.  For the rt ippt retest, is it on the 5th rt or the 8th rt since i only need to complete 17 rt instead of 20 rt?",NIL
939,"SAF IPPT, IPT & RT Questions...",RocketBunny,"4,8,17","lincompoop wrote: Hi, i tried 3 ippt attempts and failed all.  For the rt ippt retest, is it on the 5th rt or the 8th rt since i only need to complete 17 rt instead of 20 rt?"
940,"SAF IPPT, IPT & RT Questions...",Darkstar94,"Hi, I am about to take my IPPT at Safra Jurong. Just checking if pushup and sit up stations are recorded using machines or still manually count?",NIL
941,"SAF IPPT, IPT & RT Questions...",scholar88,"Anyone knows Aqua Jogging, is normally conducted on which day, which timing and which venues?",NIL
942,"SAF IPPT, IPT & RT Questions...",NTTDoCoMo,"For 1st session of IPT(IPT-IPPT), if we score 0 for all stations will the session be counted?",NIL
943,"SAF IPPT, IPT & RT Questions...",RocketBunny,Got aqua jogging ah? Thought only in bmt haha.,"scholar88 wrote: Anyone knows Aqua Jogging, is normally conducted on which day, which timing and which venues?"
944,"SAF IPPT, IPT & RT Questions...",Calander,"yes. basically is the attendance, and u need to complete all the stations.","NTTDoCoMo wrote: For 1st session of IPT(IPT-IPPT), if we score 0 for all stations will the session be counted?"
945,"SAF IPPT, IPT & RT Questions...",GGGGGG,"What will happen if first time for the year, never fulfil all 20 RT and fail ah for the calendar year? Summon to CMPB, and $50 fine??",NIL
946,"SAF IPPT, IPT & RT Questions...",Walker86,"Questions to ask regarding attire, as the guideline is not really comprehensive  1) If I wear short compression tights (above knee), must I wear another running pants to cover my groin, due to female instructors present. Or just wear a long singlet which is enough to cover your groin by tugging out?  2) Is wearing calf sleeves allow during test?  Intending to take IPPT at Bedok Camp. And I intend to only bring minimum items (11B, phone, water bottle), as after the test, need to ""Charlie-Mike"" 10km home-run",NIL
947,"SAF IPPT, IPT & RT Questions...",cassowary18,"Thurs 1230, Khatib Camp. Only for IPT. Remember to bring along your PT kit as well as there is some land training before the aqua jogging part. And of course your swimming trunks.","scholar88 wrote: Anyone knows Aqua Jogging, is normally conducted on which day, which timing and which venues?"
948,"SAF IPPT, IPT & RT Questions...",MrRage,Hi guys.  have anyone done IPT/RT at Punggol Park?  what are the activities been conducted at this locations?  and if there is any place for us to wash up after the IPT/RT?  Thanks in advance,NIL
949,"SAF IPPT, IPT & RT Questions...",prince8,"My last reservist is this year.  If i fail my ippt this year, do i need to go rt next year? My birthday is in Jan.  Any experts can advise",NIL
950,"SAF IPPT, IPT & RT Questions...",MrRage,Yes You need to take 19 sessions of RT,"prince8 wrote: My last reservist is this year.  If i fail my ippt this year, do i need to go rt next year? My birthday is in Jan.  Any experts can advise"
951,"SAF IPPT, IPT & RT Questions...",numbers,"so the first IPT session is IPT-IPPT, report time stated is 730pm at the online booking  but for normal IPPT booking report is 7pm.  Should i report at 7pm or 730pm?",NIL
952,"SAF IPPT, IPT & RT Questions...",zjzjzjzj,Hi all  i kena 20 rt cause i failed.  Can i keep taking IPPT for my RT sessions until i pass? or only 8th 14th 20th?  Thanks,NIL
953,"SAF IPPT, IPT & RT Questions...",mephotis,"Hi guys, does my failed IPPT on reservice counts as one/the first IPT session?  Do i have to all 10 IPT sessions or do i skip the first and only need to go 9?",NIL
954,"SAF IPPT, IPT & RT Questions...",Calander,"The answer is NO. First IPT session derives from the attendance from IPT only. However, your RT-IPPT is considered as 1 out of the 3 IPPT in which 1/2-day service pay is payable to you. Meaning that this service pay is given for the first 3 IPPTs of any kind (IPT-IPPT, RT-IPPT, non-ICT IPPT, and ICT-IPPT). For your 2nd question.. your IPT will be 10 sessions... Only to say if you take no further actions to your IPPT window after this ICT-IPPT, your next window shall be under RT and it will be 20-1 = 19 sessions.","mephotis wrote: Hi guys, does my failed IPPT on reservice counts as one/the first IPT session?  Do i have to all 10 IPT sessions or do i skip the first and only need to go 9?"
955,"SAF IPPT, IPT & RT Questions...",Calander,"Once u are in RT, u can only take IPPT on the 8th, 14th and 20th, or ICT-IPPT. Any non-ICT IPPT during RT window will not be allowed. Therefore, if you want the flexibility, make sure you are not under RT... only then u can go for many IPPTs as you like.",zjzjzjzj wrote: Hi all  i kena 20 rt cause i failed.  Can i keep taking IPPT for my RT sessions until i pass? or only 8th 14th 20th?  Thanks
956,"SAF IPPT, IPT & RT Questions...",Calander,follow your IPT schedule.,"numbers wrote: so the first IPT session is IPT-IPPT, report time stated is 730pm at the online booking  but for normal IPPT booking report is 7pm.  Should i report at 7pm or 730pm?"
957,"SAF IPPT, IPT & RT Questions...",Calander,"first time, can be fine or verbal warning.  and of course, dont repeat your npn-compliance again for the next window and expect the say form of punishment.","GGGGGG wrote: What will happen if first time for the year, never fulfil all 20 RT and fail ah for the calendar year? Summon to CMPB, and $50 fine??"
958,"SAF IPPT, IPT & RT Questions...",Thousand Master,"My RT window is closing on 19 Jan 2019, and I have completed 16/19 RT sessions, with 3 sessions planned on this Sat, Next Thurs, and Next Sat.  Question: I remembered RT to be 20 sessions, with the 8th, 14th, & 20th session being RT-IPPT. How come now becomes 19 RT sessions?  Do I need to book a non-ICT-IPPT after my 19 RT sessions before my window closes?",NIL
959,"SAF IPPT, IPT & RT Questions...",mephotis,Thank you for the clarification! Does that means its 'better' / more worth it to do RT since i get one lesser session from it making it 19sessions instead of 2xIPT of 10+10=20sessions.,"Calander wrote: The answer is NO.  First IPT session derives from the attendance from IPT only.  However, your RT-IPPT is considered as 1 out of the 3 IPPT in which 1/2-day service pay is payable to you. Meaning that this service pay is given for the first 3 IPPTs of any kind (IPT-IPPT, RT-IPPT, non-ICT IPPT, and ICT-IPPT).  For your 2nd question.. your IPT will be 10 sessions... Only to say if you take no further actions to your IPPT window after this ICT-IPPT, your next window shall be under RT and it will be 20-1 = 19 sessions."
960,"SAF IPPT, IPT & RT Questions...",spiderman33,It still work out to be 20 sessions in 2 years (10 ipt sessions per year or do nothing for current window and get charge followed by 20 RT sessions). RT at FCC only but IPT have more venues to choose from.,mephotis wrote: Thank you for the clarification! Does that means its 'better' / more worth it to do RT since i get one lesser session from it making it 19sessions instead of 2xIPT of 10+10=20sessions.
961,"SAF IPPT, IPT & RT Questions...",spiderman33,Last window you taken 1 x IPPT but failed so current window is 20 - D (1) = 19 RT only. No need to book for Non ICT after your 19 sessions.,"Thousand Master wrote: My RT window is closing on 19 Jan 2019, and I have completed 16/19 RT sessions, with 3 sessions planned on this Sat, Next Thurs, and Next Sat.  Question: I remembered RT to be 20 sessions, with the 8th, 14th, & 20th session being RT-IPPT. How come now becomes 19 RT sessions?  Do I need to book a non-ICT-IPPT after my 19 RT sessions before my window closes?"
962,"SAF IPPT, IPT & RT Questions...",spiderman33,Non ICT IPPT @ 1700 hrs (5pm) & RT/ IPT IPPT@ 1800 hrs (6pm) or 1900 hrs (7pm) on weekdays (Tue to Thurs).  Sat @ 1630 hrs (430pm) or 1730hrs (530pm) for RT/ IPt IPPT. No slot at 730pm!,Calander wrote: follow your IPT schedule.
963,"SAF IPPT, IPT & RT Questions...",spiderman33,HIIT (High Intensity Interval Training). Public toilet to wash up.,MrRage wrote: Hi guys.  have anyone done IPT/RT at Punggol Park?  what are the activities been conducted at this locations?  and if there is any place for us to wash up after the IPT/RT?  Thanks in advance
964,"SAF IPPT, IPT & RT Questions...",spiderman33,1) no need additional shorts to cover your tights (tights must be above knee level) 2) Yes.,"Walker86 wrote: Questions to ask regarding attire, as the guideline is not really comprehensive  1) If I wear short compression tights (above knee), must I wear another running pants to cover my groin, due to female instructors present. Or just wear a long singlet which is enough to cover your groin by tugging out?  2) Is wearing calf sleeves allow during test?  Intending to take IPPT at Bedok Camp. And I intend to only bring minimum items (11B, phone, water bottle), as after the test, need to ""Charlie-Mike"" 10km home-run"
965,"SAF IPPT, IPT & RT Questions...",spiderman33,Test starts at 5pm and need to report 15 mins earlier!,wilflare wrote: any idea on this? I've checked the website. they say IPPT open from 5PM to 9PM but.. lol
966,"SAF IPPT, IPT & RT Questions...",spiderman33,Manual counting for all test conducted at SAFRAs at this point of time.,"Darkstar94 wrote: Hi, I am about to take my IPPT at Safra Jurong. Just checking if pushup and sit up stations are recorded using machines or still manually count?"
967,"SAF IPPT, IPT & RT Questions...",RocketBunny,"Just went for my last lesson (17th) and it's a training session  Thought it was an RT-IPPT. Sian haha So it's ONLY the 8, 14, 20.  My 17th isn't the 20th I see now. Lol",NIL
968,"SAF IPPT, IPT & RT Questions...",Calander,"YES. And that is why that is an indication of whether will there be a ""TEST"" on the available session! And you are supposed to select the timing that has the test! Particularly it is being indicated during the selection of your session so I do not see how confusing can that be. unless u can tell me that IPT-IPPT has the same time slot as non-ICT IPPT. Let's be clear on this.",spiderman33 wrote: Non ICT IPPT @ 1700 hrs (5pm) & RT/ IPT IPPT@ 1800 hrs (6pm) or 1900 hrs (7pm) on weekdays (Tue to Thurs).  Sat @ 1630 hrs (430pm) or 1730hrs (530pm) for RT/ IPt IPPT. No slot at 730pm!
969,"SAF IPPT, IPT & RT Questions...",spiderman33,IPT IPPT for MHA (SPF & SCDF) personnel only will be the same time slot as the Non ICT IPPT. Thanks for all the info provided for the NSmen,"Calander wrote: YES. And that is why that is an indication of whether will there be a ""TEST"" on the available session! And you are supposed to select the timing that has the test! Particularly it is being indicated during the selection of your session so I do not see how confusing can that be.  unless u can tell me that IPT-IPPT has the same time slot as non-ICT IPPT.  Let's be clear on this."
970,"SAF IPPT, IPT & RT Questions...",mephotis,"If i took my IPPT on ICT and failed and did not try to pass it for this year nor attempt to do another IPPT outside of ICT, do i get charged? Or do they automatically enroll me into RT the following year?",NIL
971,"SAF IPPT, IPT & RT Questions...",wongminmin,"As long u attempted 1 IPPT/ICT-IPPT in the whole work cycle, u will not be charged.","mephotis wrote: If i took my IPPT on ICT and failed and did not try to pass it for this year nor attempt to do another IPPT outside of ICT, do i get charged? Or do they automatically enroll me into RT the following year?"
972,"SAF IPPT, IPT & RT Questions...",mengmengweewee,Does anyone know if it is possible for me to book IPPT if I’ve only completed 1/20 RT sessions? I have been training for IPPT on my own time hoping that I could book the IPPT test without having to go for 7 RTs before taking IPPT on the 8th..,NIL
973,"SAF IPPT, IPT & RT Questions...",Jorgensen,"Anyone know if during your ippt window, your 1st attempt ippt got silver, then you go for 2nd attempt fail. Will the system take into account the last attempted result(fail) or the best attempted result(silver)?",NIL
974,"SAF IPPT, IPT & RT Questions...",reddevil0728,ehhhhhhhh? Seriously?,"Jorgensen wrote: Anyone know if during your ippt window, your 1st attempt ippt got silver, then you go for 2nd attempt fail. Will the system take into account the last attempted result(fail) or the best attempted result(silver)?"
975,"SAF IPPT, IPT & RT Questions...",RocketBunny,Erm...........,"Jorgensen wrote: Anyone know if during your ippt window, your 1st attempt ippt got silver, then you go for 2nd attempt fail. Will the system take into account the last attempted result(fail) or the best attempted result(silver)?"
976,"SAF IPPT, IPT & RT Questions...",Onelastwish,wah lao bro  of coz is take the silver one la,"Jorgensen wrote: Anyone know if during your ippt window, your 1st attempt ippt got silver, then you go for 2nd attempt fail. Will the system take into account the last attempted result(fail) or the best attempted result(silver)?"
977,"SAF IPPT, IPT & RT Questions...",reddevil0728,You sure you want to call him a bro?,Onelastwish wrote: wah lao bro  of coz is take the silver one la
978,"SAF IPPT, IPT & RT Questions...",Calander,the best result during the same window.....  perhaps u should read through the entire IPPT-related info in the NS portal first. It has more information than you actually realize.,"Jorgensen wrote: Anyone know if during your ippt window, your 1st attempt ippt got silver, then you go for 2nd attempt fail. Will the system take into account the last attempted result(fail) or the best attempted result(silver)?"
979,"SAF IPPT, IPT & RT Questions...",Calander,"No.. as long as u are under RT window.. u can only take IPPT on your RT-IPPT or on ICT-IPPT.  that is the downside of RT.  if u want the flexibility to book IPPT anytime for your next following applicable window, do clear your window by either passing IPPT or clearing IPT.  many people are saying that IPT and RT is the same in the sense that u still need to complete 20 sessions over 2 years.. but failed to mention about the flexibility in the program. And this also consist of RT attendance which is compulsory, whereas IPT is not.",mengmengweewee wrote: Does anyone know if it is possible for me to book IPPT if I’ve only completed 1/20 RT sessions? I have been training for IPPT on my own time hoping that I could book the IPPT test without having to go for 7 RTs before taking IPPT on the 8th..
980,"SAF IPPT, IPT & RT Questions...",sg_panda,"i book the AMK ipt , Can't see the meeting point is near McDonalds.  https://www.ns.sg/web/portal/nsmen/h...ng-mo-kio-park",NIL
981,"SAF IPPT, IPT & RT Questions...",Calander,"in order to avoid confusion.. perhaps u should mention the correct name which is Bishan Park, not AMK.. if u do not know the meeting point, just wait at Macdonals and look towards the park. When the timing of the session starts, just look facing the park. u should be seeing the flag of IPT","sg_panda wrote: i book the AMK ipt , Can't see the meeting point is near McDonalds.  https://www.ns.sg/web/portal/nsmen/h...ng-mo-kio-park"
982,"SAF IPPT, IPT & RT Questions...",ujung99,I just recently injured my ankle during football and I have an IPPT scheduled on 23 Jan. How do I inform them that I can do my IPPT on that day?,NIL
