629,"ice jelly n. [Eng.]  A dessert consisting of a soft jelly in a sweetened syrup and sometimes other ingredients such as fruit cocktail, which is served with shaved ice and lime.",,,
630,"ice kacang /kah-chahng, kɑˈtʃɑŋ/ n. [Eng.]  A dessert dish consisting of shaved ice sweetened with coloured sugar syrup and evaporated milk and piled on top of Agar-Agar or jelly, Attap Chee, red beans, sweet corn, etc.
2000 Lea Wee The Straits Times (Life!), 10 April, 4 The rainbow-coloured ice kacang.. probably started off as the humble iceball. According to humorist Sylvia Toh Piak Choo, who is in her 50s, the iceball was sold by street hawkers in the 1950s and 1960s as a sideline to their drinks business. .. It is called ice kacang, literally ice and nuts, because sellers [used] to sprinkle crushed nuts on it.  2002 Magdalene Lum (quoting Elisa Chew) The Straits Times (Life!), 2 April, L6 Along Penang Road [in Penang, Malaysia], you will also find delicious desserts like chendol and ice kacang.  2003 Teo Pau Lin The Sunday Times, 5 October, L39 Ice kacang.. here is dessert made with heart. Each ingredient – sweet potato, red and green beans, gingko nuts, agar-agar, coconut milk – is prepared by hand.",,,
631,"iceball n. [Eng.] Also ice ball. hist.  A sweet consisting of shaved ice compacted into a ball flavoured with coloured sugar syrup.
2000 Lea Wee The Straits Times (Life!), 10 April, 4 The rainbow-coloured ice kacang.. probably started off as the humble iceball. According to humorist Sylvia Toh Piak Choo, who is in her 50s, the iceball was sold by street hawkers in the 1950s and 1960s as a sideline to their drinks business.  2011 Eunice Quek (quoting Peter Goh) The Sunday Times (LifeStyle), 28 August, 28 It was such a joy to hold an ice ball with your bare hands and suck on the pink, yellow and green syrup with Carnation milk.",,,
632,"idiappam /i-di-ah-pahm, ɪˌdiːɑˈpɑm/ n. [Tam. இடியப்பம iṭiyappam: இடி iṭi  flour, esp. of rice or millet; light meal with flour as it chief ingredient + அப்பம் appam round cake of rice flour and sugar fried in ghee; thin cake; wafer; bread (Tam. Lex.); compare Malayalam ഇടിയപപം iṭiyappam: ഇടി iṭi, ഇടികകുക iṭikkuka to pound in a mortar, bray with a pestle; to press, crush as sugar-cane + അപപം appam children’s food; a kind of cake (Mlm. Lex.)]  Putu Mayam.",,,
633,"idle king n. [Eng.] mil. slang  A soldier who is extremely idle or lazy.  See King.
1985 Michael Chiang Army Daze 43 Idle king. Lazy slob.",,,
634,"ikan bilis /i-kahn bi-lis, ˈɪkɑn ˈbɪlɪs/ n. [Mal., ikan fish]  1 A very small fish, the scaly hairfin anchovy (Setipinna taty). Ikan bilis are caught in large numbers, and salted and dried for use as a foodstuff.  2 Ikan bilis as they are prepared for cooking or for eating as a snack.
¶ The scientific name of the fish was suggested by the NMS. The common and scientific names of the fish are from “Setipinna taty”, Fishbase.org (5 June 2009; accessed on 21 June 2009).
1 [1955 R.J. Wilkinson A Malay–English Dictionary, vol. 1, 140 bilis. .. Ikan bilis: anchovy, Macassar red-fish, – gen. for small fish, esp. Stolephorus spp., that come in huge shoals and are caught and salted for sale as budu or pěda..  2006 William Gwee Thian Hock A Baba Malay Dictionary 83 ikan bilis white bait; anchovy (Stolephorus in general)]  2 2006 Teo Pau Lin The Sunday Times (LifeStyle) (from Straits Times Interactive), 4 June. The noodles, made fresh in-store daily, is [sic] cooked to a firm, springy consistency. It comes with a generous, lipsmacking batch of mushrooms, minced pork, ikan bilis, chilli flakes and a fried egg.  2006 Neil Humphreys Final Notes from a Great Island 25 Before it got too dark, I bought some ikan bilis (dried anchovies) and gladly left the Hub hordes to have a quick peek around Toa Payoh Town Park.  2006 Teo Pau Lin (quoting Corwin Leong) The Sunday Times (LifeStyle) (from Straits Times Interactive), 10 September. [T]here’s one dish my wife does that I can’t beat – Kuala Lumpur-style ban mian (thick, flat noodles). She makes the soup with ikan bilis (anchovies) and soya beans. Then, she adds toppings like black fungus with oyster sauce, minced pork, shallots, chilli, sweet potato leaves and an egg.  2009 Chris Tan The Sunday Times (LifeStyle), 28 June, 21 Recipes for the crispy kind of sambal ikan bilis usually first fry the dried fish until crisp, then toss them – with or without a bit of further cooking – in a sambal goreng made with dried chillies and other spices.",,,
635,"ikan kicap /i-kahn kee-chup, ˈɪkɑn ˈkiːtʃʌp˺/ n. [Mal. kicap soya sauce (Ridhwan)]  A Malay dish consisting of fish fried with soya sauce.
2012 Eunice Quek (quoting Mohamed Noor Sarman) The Sunday Times (LifeStyle), 18 March, 21 She would love to cook for me ikan kicap (fried fish in soya sauce) and ikan bilis with peanut sambal.",,,
636,"ikan kuning /i-kahn kuu-ning, ˈɪkɑn ˈkʊnɪŋ/ n. [Mal. ikan fish + kuning yellow (Wilkinson)]  The yellow- or gold-banded scad (Selarios leptolepis), a small food fish often served fried in Nasi Lemak.
[2006 William Gwee Thian Hock A Baba Malay Dictionary 83 ikan kuning yellow/gold-banded scad]  2006 K.F. Seetoh The Electric New Paper, 14 August. [T]he char-grilled ikan kuning doused in chilli, onion and lime.",,,
637,"ikan merah /i-kahn me-rah, ˈɪkɑn ˈmɛrɑ/ n. [Mal. ikan fish + merah red (Wilkinson)]  The red sea-perch or red snapper (Lutianus roseus), which is used as a food fish.
[1955 R.J. Wilkinson A Malay–English Dictionary, vol. 2, 766 merah. .. «Red».. Ikan merah a (Sp. [Singapore Malay]) name for the red snapper, Lutianus roseus, = (Mal[ay]) jěněhak, jěnahar.  1963 Richard Winstedt An Unabridged Malay–English Dictionary 234 merah, .. red.. ikan m[erah] red sea-perch, a much-prized fish, Lutianus roseus: = jěnahar, jěněhak..   2006 William Gwee Thian Hock A Baba Malay Dictionary 83 ikan merah red snapper (Lutianus roseus)]",,,
638,"Inche /in-chay, ˈɪntʃɛ/ n. [Mal., Mr., Mrs. or Miss (Winstedt); a titular prefix to names of persons of good position not entitled to any other distinction (Wilkinson)] Also formerly spelled Encik. mil.  An informal title prefixed to the name of, or used as a form of polite address to, a male warrant officer in the Singapore Armed Forces (in the latter case, in the way that Sir is used to address male commissioned officers); hence, a male warrant officer in the Singapore Armed Forces.
1985 Michael Chiang Army Daze 34 ‘Want to apply for day off, see Encik’s face straight away balls drop.’ (Translated, I had intended to make an application for a day’s leave but lost my nerve when I caught sight of the Company Sergeant Major’s stern demeanour.)",,,
639,"†Indian chief n. [Eng.] mil. slang  The leader of a section, platoon, etc.
1978 Leong Choon Cheong Youth in the Army 308 Indian chief. An appointed leader for a section, a platoon, etc: American origin.  1985 Michael Chiang Army Daze 43 Indian chief. Guy appointed to head a section or a platoon.",,,
640,"Indian rojak n. [Eng. Indian + Rojak]  A dish invented in the 1950s or 1960s by Indian immigrants to Singapore consisting of a variety of deep-fried fritters and other boiled and steamed ingredients which are eaten with a reddish, sweet and spicy sauce made of sweet potatoes, peanuts and tamarind.
2003 Teo Pau Lin The Sunday Times, 5 October, L38 Indian rojak.. Invented by Indian immigrants to Singapore in the 1950s, the dish offers up to 15 varieties of fried, boiled and steamed ingredients to be dipped in a fabulous spicy, sweet potato sauce.  2006 Wong Ah Yoke The Straits Times (Life!) (from Straits Times Interactive), 6 March. The selection is largely Asian, including local dishes such as.. Indian rojak.  2006 Teo Pau Lin The Sunday Times (LifeStyle), 30 July, L26 Indian rojak is a Singaporean invention, dreamt up at sarabat stalls in Waterloo Street in the 1960s. Mr Sabeek Mohamed Yusof, 35, the grandson of this stall’s founder, continues to whip up crispy fritters and a to-die-for chilli dip, which is made with sweet potato, tamarind and peanuts.  2013 Eunice Quek The Sunday Times (SundayLife!), 12 May, 23 The Indian rojak stall may be named after its current second-generation owner Habib Mohamed, but there was no pressure on him to take over the family business. .. Popular items include flour-battered egg, fish fillet, potato balls and crispy prawn fritters.",,,
641,"Ipoh hor fun /ee-poh haw fun, ˈiːpo hɔː fʌn/ n. [Mal. Ipoh the capital city of Perak state in Malaysia, poss. < Mal. ipoh the upas tree, pohon ipoh or pokok ipoh (Antiaris toxicaria), or a creeping shrub, Strychnos ignatii, both of which are native to South-East Asia and have a poisonous sap; also, the poison itself (OED): pohon, pokok stem or trunk of a tree (Wilkinson); or Ind. ipuh poison; vicious (of a person) (Echols & Shadily, Ind.–Eng.); compare Mal. upas poison, esp. dart-poison or blood-poison (Wilkinson); (dart) poison of the upas tree (Antiaris toxicaria) (Winstedt) < Ind. upas poison (on plants) (Echols & Shadily, Ind.–Eng.); Jav. upas poison; poisonous (Horne) + Hor Fun]",,,
642,"[1865 John Cameron Our Tropical Possessions in Malayan India 403 Appendix II. LIST OF THE CHIEF FRUIT AND FOREST TREES INDIGENOUS TO THE STRAITS SETTLEMENTS [From Colonel Low’s Dissertation]. (The Malay term Kayoo, wood, or Pokok, tree, should be prefixed to each name.) ..  407 Ipoh .. Is the long-dreaded poison tree of Java; with the inspissated juice the Samangs, or wild tribes in the interior, poison their arrows; but this juice, which is prepared over a fire, must be used soon after the process, or it loses much of its virulence.  1955 R.J. Wilkinson A Malay–English Dictionary, vol. 1, 428 ipoh. Blood-poison.. Not animal-venom (bisa) nor sepsis after wounds; but material used as blood poison, esp. tree sap (gětah i. [ipoh]) used for dart poison and obtained usually from the upas-tree (Antiaris toxicaria) = pohon i., (Jav. [Javanese]) pohon upas  1963 Richard Winstedt An Unabridged Malay–English Dictionary 131 ipoh, 1. upas-tree, Antiaris toxicaria. 2. gětah i. vegetable poison obtained (for Sakai darts) from that tree; běripoh poisoned (of darts, arrows).]",,,
643,"1 A dish of Chinese Malaysian origin consisting of hor fun served in a clear soup made with chicken and prawn stock with shredded chicken, prawns and chopped spring onions.  2 The thin, flat noodles made from rice flour used in the dish.
1 2006 Straits Times Interactive, 16 April. [A] dinner of Ipoh hor fun, siew mai and prawns..  2006 Teo Pau Lin The Sunday Times (LifeStyle), 30 July, L26 Ipoh hor fun.. His [Tan Kim Chwee’s] noodles are wonderfully silky, and he adds chicken, prawns and half a crayfish to each plate. But the clincher here is the thick, fragrant sauce made from chicken bones and prawn shells.  2 2011 Huang Lijie The Straits Times (Home), 11 July, B5 She chose the macaroni dish she cooked at home for casual meals and offered customers the option of thin rice flour noodles known as Ipoh hor fun, and clear soup in addition to gravy.",,,
644,"iron rice bowl n. phr. [Eng. transl. of Mand. 铁饭碗 tiě fànwǎn a secure job: tiě iron + Eng. Rice Bowl]  A secure job: often used of employment with the civil service or government.
2005 Leong Chan Teik (quoting Chung Kwong Meng) The Straits Times (Saturday), 26 March, S2 Gone are the days of high economic growth and iron rice bowls. So, many of us have put the pursuit of the high life on the back burner.  2006 Chua Mui Hoong & Sim Chi Yin (quoting Prime Minister Lee Hsien Loong) The Straits Times (from Straits Times Interactive), 25 April. We have to protect, to take care of Singaporeans and make sure that they are able to find new jobs. But we’re not able to say, ‘I’ll protect you where you are in situ and, well, you’re be okay for the rest of your life’. Iron rice bowl. That’s not possible. So that’s a big and challenging requirement.  [2006 Ho Ai Li & Susan Long The Straits Times (Saturday), 16 December, S4 Don’t knock us, our rice bowls are not iron [title]]  2007 Ong Toon Hui The Straits Times (from Straits Times Interactive), 9 March. The Civil Service is not an iron rice bowl. Civil servants, like employees in the private sector, are assessed regularly and subject to strict performance appraisals. Those who do not meet job expectations are counselled and given an opportunity to improve. If they fail to do so, they are asked to leave the service. 2007 Ong Seah Guan Straits Times Interactive, 17 March. The term ‘iron rice bowl’ generally refers to job security, rather than job rewards. .. [E]mployees in the private sector are more vulnerable to lose their jobs as profit-oriented companies cut costs, while civil servants take a pay cut but retain their jobs. This is the difference between an ‘iron rice bowl’ and a ‘clay rice bowl’. .. In economic terms, higher salaries in the private sector are to compensate employees for accepting higher risk and lower job security. The salary lag in public sector is the price for an ‘iron rice bowl’.",,,
645,"is it? interrog. [Eng.]  Used at the end of questions, often when a phrase such as don’t you?, isn’t he? or won’t she?, or no phrase at all, would be grammatically more appropriate.
2000 Kelvin Tong The Straits Times (Life! This Weekend), 28 December, 8 Where got join and then don’t join? Country club, is it?  2001 Koh Boon Pin The Straits Times, 3 March 2001, H5 What do you want?  Special treatment, is it?  [2010 Liam O’Brien The Sunday Times (LifeStyle), 28 March, 34 [T]he Yoda-like ability of Singaporeans to turn what seem like statements into questions by ending them with “Is it?”]",,,
646,"itchy a. [Eng.]  Restless.
2003 Neil Humphreys Scribbles from the Same Island 31 Before you could say ‘itchy backside’, the audience was up and down more times than a convention for diarrhoea sufferers.  2003 Tor Ching Li (quoting Sim Wong Hoo) Today, 12 January, 1 I have an ‘itchy head’ and get bored with doing the same old thing twice.  2008 Colin Goh The Sunday Times (LifeStyle), 24 August, 10 .. that mix of ennui and restlessness that we Singaporeans have come to call “itchy backside” ..",,,
647,"itek tim /ee-tek teem, ˈiːtɛk tiːm/ n. [Baba Mal. < Mal. itek duck (Wilkinson) + Mal. tim cooking by steaming in a double-saucepan (petiman) or bain-marie (Wilkinson) < Hk. 燖 tīm to stew or boil by steam (Medhurst); Mand. xún to singe (feathers); to drop meat into boiling water to cook it (Lin)]  A Peranakan soup containing stewed duck, Kiam Chye and pork, and flavoured with brandy, chilli, sour plums, white pepper, etc.
[2006 William Gwee Thian Hock A Baba Malay Dictionary 86 itek tim [燖] steamed duck; Nyonya stewed duck]  2011 Shairah Thoufeekh Ahamed (quoting Norleena Salim) The Sunday Times (LifeStyle), 22 May, 32 I am a fan of their itek tim, which is a salted vegetable soup with duck drumstick. I must have it every time and if it’s unavailable, I don’t eat anything.",,,
648,,,,
649,Back to the home page,,,
650,J,,,
651,"© Jack Tsen-Ta Lee
Last updated on 15 November 2013 (11 headwords). No reproduction without permission.",,,
652,"jaga /jah-gah, ˈdʒɑɡɑ/ n. & v. [Mal., awake; alert, vigilant (Wilkinson, Winstedt) < Hind. जागा jāgā keeping awake throughout the night (as an aspect of a religious observance); Hind. जागना jāgnā to wake up; to be awake; to be alert, vigilant; Hind. जागता jāgtā waking, watchful (McGregor) < Skt. जागृ jāgṛi to be awake, to watch, be watchful, attentive, intent; to foresee, provide; to sit up during the night; Skt. जगढ jagada attendant, guardian (Monier-Williams); compare Mal. menjaga to guard, to watch (Winstedt); Mal. orang jaga watchman (Winstedt; Wilkinson notes that this is Straits Settlements Mal.)]  A n. A guard, a watchman.  B v. Guard, oversee, watch over, keep an eye on.
A 1978 Mohamed Shariff The Straits Times, 4 October, 7 Difficult to collect wages, so jaga may have to go [title] .. “The jaga is for the benefit of all, but some just do not seem to realise it.”  1994 C.S. Chong NS: An Air-Level Story 103 The camp becomes a desert for the weekend as people have fun outside while the duty man plays jaga.  137 jaga. Watchman or watch.  2000 Dennis Wee with Sylvia Fong Making Luck with Your Hands 24 I doubled as a jaga greeting bigwigs.  B 1994 C.S. Chong NS: An Air-Level Story 92 Driver, jaga the landrover.",,,
653,"jalan /jah-lahn, ˈdʒɑlɑn/ n. [Mal., path, road; course to take; movement; continue, walk (Winstedt); movement in a definite direction; way, way to do something (Wilkinson); berjalan to be in motion: see quot. 2004]  betting  Bookmaker’s odds.
2004 Karl Ho The Sunday Times (LifeStyle), 13 June, L6 Jalan. Malay for ‘walking’. Refers to the bookie’s odds that constantly change as the match progresses. Usage: To girlfriend: ‘Oi, I have to hang up. Got to check the jalan with my bookie.’",,,
654,"jalan-jalan /jah-lahn jah-lahn, ˈdʒɑlɑn ˈdʒɑlɑn/ v. [Mal.]  Stroll, walk about.
2004 Arlina Arshad (quoting Seah Yam Keng) The Straits Times, 23 March, H6 He spends a few hours at his wooden kampong house to ‘laze around and jalan-jalan’ (Malay for ‘walk about’) because he enjoys being surrounded by nature and animals, and likes the fact that everyone there is trustworthy.",,,
655,"jangan tension /jahng-ahn, ˈdʒɑŋɑn/ int. [Mal. jangan do not (Winstedt); a word expressive of objection or prohibition (Wilkinson) + Eng. tension] Mal. slang  Relax; don’t be so full of tension.
1991 Valerie Tan The Straits Times (Section 3), 9 August, 19 jangan tension – don’t be so full of tension.",,,
656,"jelak /jə-lahk, ˈdʒəlɑk̚/ a. [Mal.; compare Ind. djelak to be tired of; terdjelak to be satiated with food (Echols & Shadily, Ind.–Eng.); Jav. djelèh bored (with), tired of; djelèhan boring, easily bored (Horne)]  1 Cloyed with an excess of something so as to cause disgust; glutted, satiated, surfeited, esp. surfeited by an excess of food, too much of the same food, or with food that is too rich, to the extent that one is repulsed by it.  2 Of food: too rich, esp. having too much coconut milk.
1 [1955 R.J. Wilkinson A Malay–English Dictionary, vol. 1, 454–455 jělak. Surfeit; glut. Jěmu-j. [jelak]: sated, «fed up», e.g. with empty compliments; Ht. Koris [Hikayat Koris]. Makanan sudah těrjělak: having eaten more than enough; Put. Akal [Shaer Putěri Akal (Singapore) [lithograph]] 37. Cf. jěleh.  456 jěleh.. Jav. [Javanese]. To be nauseated with; to have had too much of; B. [Badings, Maleisch Woordenboek]..  1963 Richard Winstedt An Unabridged Malay–English Dictionary 138 jělak, sated, disgusted..]  2004 Yong Shu Chiang (quoting Buang Mohamed Said), Today, 13 May, 30 Fed up already, like feel gelak (overkill).  2 2007 Chris Tan The Sunday Times (LifeStyle), 19 August, L25 Its [laksa leaves’] refreshing, citrusy lilt blends well with fruity tamarind and helps to make rich, coconut-laden dishes less jelak (heavy).  2013 Rebecca Lynne Tan The Sunday Times (SundayLife), 31 March, 25 If the soup is any thicker at the start, it would be too jelak (Malay for cloyingly rich)..",,,
657,"ji siao /jee siow, dʒiː sɪaʊ/ v. [Hk. 欺 ji bully, take advantage of + 笑 siao ridicule, laugh at; Mand. qī xiào]  Disturb, ridicule, tease.",,,
658,jia lat var. of Chia Lat.,,,
659,"jiao zi /jiow tz, dʒiaʊ tz/ n. [Eng. (Hanyu Pinyin) translit. of Mand. 饺子 jiǎozi dumpling (with meat and vegetable stuffing): jiǎo dumpling + zi a noun suffix (Chi.–Eng. Dict.)]  A Chinese food item consisting of a steamed dumpling containing minced pork and chives, which is usu. eaten with dark vinegar and finely-shredded ginger.
1968 B.Y. Chao How to Cook and Eat in Chinese (2nd rev. ed.) 253 Pot Stickers, a favourite Northern food, are simply Chiao-tzu grilled on a griller. The skins and the stuffing are made in the same way.  2006 Theresa Tan The Straits Times (Mind Your Body) (from Straits Times Interactive), 14 June. This is a tale of two dumplings – sui kau and jiao zi. .. Jiao zi is less stuffed, but more thick-skinned. .. [J]iao zi sits happily on a plate and comes with vinegar on its side. .. [J]iao zi hails from mainland China. .. The steamed jiao zis (dumplings in Mandarin) at Tian Jin Fong Kee.. are simple yet satisfying. The taste of pork is not overpowering and the chives are a nice contrast in texture and flavour to the lean shoulder pork. Also, the floury skin used to wrap the meat is just nice, not too thick nor too thin. While its boss Fong William will not divulge what ingredients go into marinating the meat, the recipe is good enough to sell hundreds of plates of jiao zi each day. I also liked the vinegar used by Fong Kee, which is lighter than the versions I have tasted at other stalls. Vinegar is to dumplings what ketchup is to fries. It enhances the enjoyment of jiao zis and helps to reduce the rich meaty taste of pork. .. $6 at Tian Jin Fong Kee gets you 12 jiao zis. While the stall sells guo tie too (the same dumplings fried instead of steamed), bear in mind (and eventually your tummy) that fried dumplings contain 40 per cent more fat than steamed ones.  2007 Wong Ah Yoke The Sunday Times (LifeStyle), 19 August, L27 [T]he dish comes with a jiao zhi [sic] (meat dumpling) instead of a xiao long bao..  2009 Mak Mun San The Sunday Times, 19 April, 29 On any given day, she would opt for a kick-ass Sichuan steamboat over a Peranakan meal, la mian (hand-pulled noodles) over bak chor mee, jiao zi (boiled dumplings) over rojak.",,,
660,"Joe n. [Eng., a fellow, guy, chap < familiar abbrev. of the English name Joseph; compare U.S. slang G.I. Joe an American soldier < abbrev. of g(overnment (or g(eneral) issue]  1 mil. slang  A generic name used to address a male soldier whose name is unknown or to whom one has not been introduced.  2 Mal. slang  A generic name used by Mat Rokers to address each other.
[1906 Edward George Dyson Fact’ry ’Ands, ch. 8, 92 Why, man, it’s meat ’n’ beer t’ them Joes what go in fer bringin’ ther wanderers ’ome.  1932 American_Speech, June, 333 Joe, term used to designate anyone whose real name is unknown. When used with a place or profession ‘Joe’ indicates a perfect example of the type connected with that place or profession.]  1 [1842 D. Breger Yank, 17 June, 24 [strip-cartoon title] G.I. Joe.  1945 News Chronicle, 17 May, 2 Four G.I. Joes calmly playing dice.  1947 Wystan Hugh Auden The Age of Anxiety (1948), ch. 1, 26 Bringing to all John Doakes and G.I. Joes tidings of great joy.]  1978 Leong Choon Cheong Youth in the Army 308 Joe. Just as British soldiers were given the general name ‘Johnny’ by Singaporeans of the 1950s, our soldiers call each other ‘Joe’, especially when they have not been formally introduced. Perhaps the origin can be traced to the American GI Joe.  2 1991 Valerie Tan The Straits Times (Section 3), 9 August, 19 Hey Joe! – they [Mat Rokers] call everybody Joe.",,,
661,"jube /juub, dʒʊb/ a. [poss. < Jav. jujun, kajujun attracted (by); madly in love (with); compare ngjujunaké attractive;  ngjujuni attractive; attracted to (Horne)] Also jut.  Of women: physically or sexually attractive; sexy.
1994 C.S. Chong NS: An Air-Level Story 51 Sure got very jube girlfriend.  65 Speculation about the vital statistics of each and their facial jubeness.  137 jube.. Pretty, cute, physically adorable.",,,
662,"jut /juut, dʒʊt/ var. of Jube.",,,
663,,,,
664,Back to the home page,,,
665,K,,,
666,"© Jack Tsen-Ta Lee
Last updated on 18 May 2016 (139 headwords). No reproduction without permission.",,,
667,"ka ki nang /kah ki nahng, kɑ ki nɑŋ/ n. phr. [Teo. 自己 ka ki one’s own (ka self, oneself; one’s own + ki oneself; one’s own; personal) + 人 nang people; Mand. zìjǐ rén]  One’s kin or relatives; one’s circle of friends or acquaintances.
2002 Sonny Yap The Straits Times, 4 May, H10 There is no place like home and no sound like the cadences of homespun words which evoke that feeling of affinity among us. The Teochews say it best: we are all ka ki nang (we are all of the same kind).  2003 Dexter Lee Streats, 24 November, 25 Unlike most international carriers, Australian Airlines offered a level of service that shouts ‘ka ki nang’, loosely translated from Teochew as ‘family’. The cabin crew, with both men and women in casual shirts and pants, were especially warm and friendly.  2004 The Straits Times, 11 August, H3 And stories he [Prime Minister Goh Chok Tong] has told of himself as a young shipping greenhorn, scrambling to pick up thye cigar-chomping and wine-sipping habits of his European clients, only endear him to the regular Joe, who sees him as a kaki lang (Hokkien for ‘one of us’).  2012 Wong Kim Hoh (quoting Kathleen Tan) The Sunday Times, 11 March, 39 We spoke in Hokkien and I told him we were ka ki nang (Hokkien for kin).",,,
668,"kacang /kah-chang, ˈkɑtʃɑŋ/ n. [Mal.] Also formerly kachang.  A bean, a nut, a pea.",,,
669,Comb.:,,,
670,Ice Kacang,,,
671,"kacang pool /puul, pul/ n. [Mal. kacang pol green peas (Winstedt); kacang pul a bean of unidentified species (Wilkinson); pol, pul is prob. < Arab. (فول (مضامّس  fūl (midammis) cooked broad beans with oil (the national dish in Egypt) (Wehr); baked beans (generally eaten for breakfast by the natives) (Spiro): fūl bean(s); broad bean(s), horse beans(s) (Wehr); a kind of bean (when dry), a vetch (Johnson) + poss. mudammis one who makes any thing (esp. a bed) smooth and soft (Johnson)]  A Malay porridge-like dish of Middle-Eastern origin made with broad beans (Faba vulgaris) or kidney beans (Phaseolus vulgaris): see quot. 2003.
2003 Teo Pau Lin The Sunday Times, 5 October, L39 Kacang pool.. This Middle Eastern dish is commonly eaten in Malay households but rarely sold in stalls. Resembling porridge, it is made with kidney beans, which are first boiled, then ground into chunky bits and cooked with curry powder and spices. While there are many versions, this one by owner Ayob Rahman, 46, is served with bread, chilli, lime and onions.  2011 Eddino Abdul Hadi (quoting Benyamin Nuss) The Straits Times (Life!), 11 August, C8 Every morning, we go down to the hawker centre to eat mee rebus and kacang pool (a broad bean gravy)..",,,
672,"kacang putih /puu-teı, pʊˈtɛ/ n. [Mal. kacang putih the green or garden pea (Pisum sativum) (Wilkinson, Winstedt): putih, puteh white]  Also formerly kachang puteh.  Roasted and salted or sweetened peas, peanuts and other beans or nuts eaten as snacks, traditionally sold wrapped in paper cones.
1981 Eugene Yap Giau Cheng Parliamentary Debates: Official Report, 25 March, vol. 40, col. 1171 It was a pleasing sight to watch these school children lining up to buy their favourite packet of kachang puteh. But the kachang puteh seller was merrily using his hands to fill up the packets with kachang puteh, thereby, breaking the food handling regulations.  2001 Arti Mulchand The Sunday Times (Sunday Plus), 25 February, P7 From the cardboard cut-outs proclaiming the Next Change on the outside, the kachang putih stalls, and the makeshift food stalls that skirted the building, Rex [Cinema] has etched itself as a monument of a nostalgic era in many minds.  2006 Moses Lim Weekend Today, 16–17 December, 38 If you know Malay, you’ll know that kachang puteh literally means “white beans”. And you’ll have noticed the incongruity of the name given to the assorted, colourful nuts we’re so familiar with. .. [D]oesn’t kachang puteh bring to mind Indian vendors who sell them in paper cones? When I was young, I used to see kachang puteh vendors in cinemas selling all sorts of nuts. But the most popular type had to be the white sugar-coated peanut. Maybe this was why the term “kachang puteh” was coined. Other than in cinemas, kachang puteh sellers could also be seen setting up shop by the street together with other street hawkers. Then, there were the Indian vendors who’d balance a wooden rack that was filled with kachang puteh on their heads, as they set about hawking the little delights. Perhaps the most interesting part about kachang puteh is how the nuts were presented – in paper cones made from pages of old magazines, which one was prone to read when he was done with the colourful, tasty nuts.",,,
673,"kacau /kah-chahu, kɑˈtʃaʊ/ v. [Mal., jumbled up, mixed indiscriminately (Wilkinson); compare mengachau create confusion, interfere (Winstedt)] Also formerly kachau.  Disturb, bother, be a nuisance.
2002 Michelle Ho (quoting Chieu Shuey Fook) The Straits Times (Life!), 15 June, L12 She [my cat] seems to understand when I’m busy and keeps quiet, and knows when I’m more relaxed and will come and ‘kacau’ (disturb) me.",,,
674,kachang var. of Kacang.,,,
675,kachau var. of Kacau.,,,
676,"kai lan /gı lun, ɡʌɪ lʌn/ n. [Cant., a sort of coarse cabbage (like Brassica): 芥 kái Sinapis japonica + 兰 lán fragrant plants; orchidaceous plants; epidendrum (Eitel); Mand., cabbage mustard, 芥兰 or 芥蓝 gàilán: gài mustard + lán orchid or blue; indigo plant (Chi.–Eng. Dict.)] Also kai-lan, kailan.  Brassica alboglabra (or Brassica oleracea var. albiflora), a perennial plant with oval leaves and fleshy leaf-stalks which is eaten as a vegetable; cabbage mustard, Chinese kale.
1991 Kok Poh Tin et. al. A Guide to Common Vegetables 32–33 Brassica alboglabra Bailey (Cruciferae) (B. oleracea var. albiflora O. Kunze) Chinese kale.. kai-lan.. A perennial with dull or glossy thick bluish-green, oval, often glaucous leaves and elongated fleshy inflorescences. It is cut for the market from the young plants or before the first flower buds begin to open. In recent years, small plants grown in crowded conditions have been harvested for sale in the markets. .. Some authorities regard this as a variety of B. oleracea but it is quite unlike any kale grown in Europe or England. It is widely cultivated in South-East Asia like Thailand, Hong Kong, Taiwan, etc. .. This plant is high in calcium and iron content and vitamin A precursors. It can be cooked in a variety of ways.  2006 Wong Ah Yoke The Straits Times (LifeStyle) (from Straits Times Interactive), 9 July. [T]here are the veggies: mushrooms, spinach, kailan, baby corn, beansprouts and eggplant, among others.  2006 Neil Humphreys Final Notes from a Great Island 119 Lettuce, spinach, kailan and cai xin. Got most kinds of local vegetable here.  2006 Cheong Suk-Wai The Sunday Times (LifeStyle) (from Straits Times Interactive), 1 October. When he started out on 3ha in 1998, he planted only four types of vegetables – chye sim, kai lan, xiao bai chai and Chinese cabbage.  2008 Huang Lijie The Sunday Times (LifeStyle), 23 November, 24 [T]he verdant bed of thinly shredded kailan leaves, fried to crisp perfection and accompanied by the vegetable’s jade green stalks..  2010 Rebecca Lynne Tan The Sunday Times (LifeStyle), 25 July, 21 Famous [Foochow] dishes: .. deep-fried liver with kai lan..",,,
677,"kaki /kah-kee, ˈkɑkiː/ n. [Mal., foot (of a person, hill); leg (of a person, chair, table), pedestal (Winstedt); kaki tangan (kerajaan) legs and arms, limbs = helpers, henchmen (Wilkinson); accomplices, servants (Winstedt): tangan hand; hand and forearm (Wilkinson, Winstedt); kerajaan var. of raja king, queen; any prince or princess (Winstedt)]",,,
678,"[1995 Joan Margaret Marbeck Ungua Adanza 193 kaki  leg, regular players of a card game/close friends]",,,
